orig,dest
14288,16126
22482,22482
22483,22483
30681,31197
30681,30681
30685,31175
30685,30685
22496,29700
22496,31197
22496,22496
22496,31175
6119,6119
22507,31200
22507,22507
22507,31175
6125,6125
6125,4820
14333,16126
14333,14333
22527,22527
22527,31200
22527,31175
22527,17481
22527,21871
3755,4627
3755,3755
3755,29700
14343,16126
14343,14343
22540,31197
22540,22540
22542,31200
22542,22542
22542,29700
30747,31200
30747,29700
30747,31197
30747,30747
30747,31175
30752,31197
30752,30752
30753,31197
30753,31175
30753,30753
22569,22569
14380,14380
22573,31175
22573,22573
30766,31200
30766,29700
30766,30766
30766,31197
30766,31175
30770,30223
30770,30770
22583,31200
22583,22583
22583,31197
22583,31175
30783,30783
30783,21871
6212,16126
6212,6212
6212,4820
6225,14290
6225,13836
6225,15439
6225,14020
6225,13477
6225,3996
6225,3335
6225,6212
6225,3363
6225,6261
6225,3893
6225,17400
6225,13723
6225,3276
6225,4192
6225,3851
6225,3713
6225,6225
6225,3801
6225,4656
6225,5864
6225,3241
6225,5464
6225,3557
6225,5776
6225,6125
6225,4820
6225,5395
6225,5632
6225,3282
6225,4025
6225,4218
6225,5675
6225,5611
6225,5167
6225,3848
6225,12875
6225,14608
22623,22623
22623,29700
22623,21871
30817,3821
30817,3515
30817,4159
30817,23470
30817,23144
30817,24792
30817,29599
30817,26832
30817,25095
30817,25770
30817,25230
30817,23149
30817,554
30817,2821
30817,18767
30817,18580
30817,30305
30817,22458
30817,22732
30817,26812
30817,25621
30817,31270
30817,30766
30817,27550
30817,31197
30817,30817
30817,29236
30817,27563
30817,30666
30817,22496
30817,30747
30817,22686
30817,31175
30817,28897
30817,29536
30817,22573
30817,22736
30817,30383
30817,26226
30817,30753
30817,30752
30817,22698
30817,22816
30817,30647
30817,22630
30817,22802
30817,22418
30817,29173
30817,22728
30817,29886
30817,27894
30817,22726
30817,30368
30817,27083
30817,5533
30817,3266
30817,18163
30817,12276
22630,31197
22630,22630
22638,22638
6261,16126
6261,6261
6261,4820
6261,4627
14462,14462
17429,17429
17429,21871
22665,22665
22665,29700
22665,21871
30859,30859
30859,29700
30859,21871
30865,30865
30865,29700
30865,31175
30865,21871
30867,3625
30867,24646
30867,9266
30867,18760
30867,20383
30867,18580
30867,28423
30867,22623
30867,28417
30867,21128
30867,18577
30867,19602
30867,21862
30867,22665
30867,22527
30867,18700
30867,30305
30867,22489
30867,30867
30867,30869
30867,18648
30867,30865
30867,30859
30867,25362
30867,22822
30867,22458
30867,28906
30867,29700
30867,29536
30867,30752
30867,30685
30867,30368
30867,28985
30867,22482
30867,20317
30867,21445
30867,21447
30867,19162
30867,19206
30867,19207
30867,21718
30867,9089
30867,21610
30867,20547
30869,30869
30869,31175
6302,6302
10608,10608
22691,31197
22691,22691
6308,31175
22698,31197
22698,22698
14519,14519
22725,31200
22725,22725
22726,29700
22726,31197
22726,31175
22726,22726
22728,31197
22728,22728
14539,14539
22732,31200
22732,22732
22732,29700
22732,31175
22736,29700
22736,31197
22736,31175
22736,22736
30929,30929
30929,31175
22767,22767
30964,29700
30964,31175
30964,30964
30964,31175
30964,30964
2430,30223
2430,2430
6396,6396
14607,14607
14608,14608
22802,31197
22802,22802
14614,14614
6429,6429
22816,31197
22816,22816
14627,14627
6438,6438
11996,31197
11996,11996
11996,18284
22831,22831
14644,14644
14650,14650
14656,14656
9217,21871
9217,9217
6469,6469
14668,14668
14671,14671
14680,14680
14704,14704
14708,14708
6518,6518
22906,30223
14716,11596
14716,14716
14725,11596
14725,14725
14725,14725
14725,14725
14725,14725
14746,17481
6566,6566
22960,30223
22960,22960
6580,6580
14776,14776
14776,17481
6593,6593
31175,31200
31175,29700
31175,31197
31175,31175
31175,21871
31175,9217
31197,31197
31197,31175
31200,31200
31200,29700
31200,31197
31200,31175
31200,18284
31200,21871
14821,21871
31206,31206
6633,6633
14837,16126
14837,18284
14837,17481
14837,14837
14837,17432
14837,21871
14837,21591
23037,23037
23037,23037
23037,30223
23037,23037
23037,23037
23037,31197
6661,6661
14858,21871
14859,14859
14859,21871
14864,14864
6679,6679
31267,4397
31267,6469
31267,3515
31267,23416
31267,24525
31267,24812
31267,25674
31267,25023
31267,1827
31267,24769
31267,22306
31267,23836
31267,25167
31267,26618
31267,24889
31267,23603
31267,30420
31267,24453
31267,24327
31267,663
31267,651
31267,714
31267,822
31267,864
31267,31267
31267,595
31267,1106
31267,862
31267,1240
31267,1995
31267,970
31267,545
31267,2467
31267,25027
31267,28656
31267,30073
31267,26419
31267,30293
31267,30907
31267,854
31267,26597
31267,2598
31267,948
31267,966
31267,4004
31267,3342
31267,25187
31267,23572
31267,25095
31267,23412
31267,24060
31267,24182
31267,25023
31267,1827
31267,24769
31267,22347
31267,22306
31267,23836
31267,31267
31267,25167
31267,26618
31267,24932
31267,24889
31267,24404
31267,30420
31267,24354
31267,29603
31267,24170
31267,25142
31267,24327
31267,637
31267,585
31267,714
31267,822
31267,1232
31267,864
31267,31267
31267,595
31267,1106
31267,862
31267,764
31267,1001
31267,1606
31267,2888
31267,709
31267,2499
31267,545
31267,590
31267,29440
31267,2467
31267,23641
31267,30073
31267,30293
31267,24294
31267,23727
31267,26781
31267,754
31267,24637
31267,23909
31267,28168
31267,23375
31267,23979
31267,23304
31267,23211
31267,23907
31267,567
31267,2415
31267,2416
31267,1120
31267,966
31267,30766
31270,4162
31270,3824
31270,4316
31270,30293
31270,30157
31270,23421
31270,28417
31270,21128
31270,22489
31270,28773
31270,22725
31270,22583
31270,22507
31270,22732
31270,27309
31270,26812
31270,29700
31270,25621
31270,31270
31270,30766
31270,27550
31270,31197
31270,30817
31270,29236
31270,27563
31270,30666
31270,22496
31270,30747
31270,22686
31270,31175
31270,28897
31270,27174
31270,22573
31270,22736
31270,30383
31270,26226
31270,22816
31270,22802
31270,22418
31270,30378
31270,22728
31270,29886
31270,30685
31270,30349
31270,22483
31270,29394
31270,18562
31270,18715
31270,18709
31270,18762
31270,12527
31270,14944
31270,18163
14891,14891
3848,4820
3848,4627
3848,3848
23118,23118
6584,6584
6584,6584
6584,6584
6584,6584
23127,23127
23127,30223
23127,29700
14944,14944
14944,18284
14944,17432
6760,6760
6761,6761
23149,23149
6768,6768
23154,23154
23154,29700
23156,23156
6782,6782
6790,6790
6791,6791
15011,15011
6820,6820
23215,23215
6836,6836
15030,15030
6840,6840
13428,4820
6843,6843
15043,17481
15043,15043
6854,6854
6857,6857
6862,6862
23247,23247
23247,31197
23251,23251
15061,15061
23261,23261
6888,6888
6894,6894
6905,6905
6913,6913
23304,23304
23304,31200
6940,6940
6942,6942
6945,6945
15154,31197
15154,15154
15154,18284
23350,27470
15166,15166
15166,18284
15178,13965
15178,29394
15178,19697
15178,12602
15178,11983
15178,15610
15178,14776
15178,16978
15178,15154
15178,15155
15178,12428
15178,16575
15178,15166
15178,16639
15178,16636
15178,11899
15178,18284
15178,18163
15178,12520
15178,12481
15178,12501
15178,12207
15178,16076
15178,12313
15178,16554
15178,15225
15178,12664
15178,12489
15178,12140
15178,12354
15178,12098
15178,12471
15178,12096
15178,12091
15178,12292
15178,12096
15178,12291
15178,16619
15178,16503
15178,12446
15178,12564
15178,12513
15178,14462
15178,13162
23374,27470
23374,23374
23375,23375
15198,15198
15198,21871
15198,9217
23398,23398
23409,23409
23412,23412
23416,23416
15225,18284
15225,15225
23420,23420
23420,31200
23421,30223
23421,23421
28481,28481
28481,30223
15240,15240
15240,21871
23437,23437
23437,31175
23469,23469
15290,16126
15290,15290
7100,7100
15297,4820
15297,11596
15301,16126
15301,11596
15302,15302
15302,4627
23498,23498
7117,7117
23546,30223
23546,23546
7169,7169
23554,27470
23554,23554
15367,15367
15367,16126
15368,15368
23572,23572
15386,15386
15386,16126
15386,4820
7202,7202
23591,30223
23591,23591
15403,15403
15403,4820
15405,15405
23598,23598
23603,27470
23603,23603
23603,30223
7233,7233
5302,5302
5302,31197
7240,7240
7248,7248
7252,7252
23638,23638
23641,23641
23652,30223
23652,23652
15478,18284
15478,17481
15478,15478
15478,11596
17600,17600
17600,4627
7304,7304
15511,15511
23708,23708
23708,31197
23745,23745
23779,23779
2598,30223
2598,2598
15592,15592
15610,15610
15610,18284
15610,17481
23827,23827
15638,15638
15641,16126
23836,23836
23839,23839
23839,30223
15667,16126
23876,14171
23876,4233
23876,3424
23876,3423
23876,6302
23876,3821
23876,3818
23876,5421
23876,3515
23876,3913
23876,6429
23876,3845
23876,27337
23876,4261
23876,4207
23876,4024
23876,24091
23876,26818
23876,22139
23876,29710
23876,25571
23876,24792
23876,23156
23876,29550
23876,23876
23876,29599
23876,29812
23876,27956
23876,26694
23876,23251
23876,26674
23876,26591
23876,25434
23876,24585
23876,23638
23876,26001
23876,24906
23876,24536
23876,23554
23876,26240
23876,25373
23876,22076
23876,26772
23876,24734
23876,24358
23876,31206
23876,24882
23876,25095
23876,24938
23876,24182
23876,26618
23876,23603
23876,2023
23876,637
23876,655
23876,25792
23876,23591
23876,1295
23876,550
23876,25874
23876,25870
23876,30865
23876,31270
23876,30666
23876,26226
23876,27083
23876,22483
23876,18712
23876,12459
23907,30223
23907,23907
23909,23909
15744,17432
15755,11596
15755,15755
23951,23951
23951,30223
23970,23970
23970,30223
23979,23979
23986,23986
15814,15814
15818,15818
24014,24014
24014,27470
15832,16126
15832,21871
15833,15833
24060,27470
24060,24060
24068,24068
15889,15889
24091,24091
24099,27470
24099,24099
24101,27470
24101,24101
16305,16126
16305,4627
16305,16305
15919,4627
24112,24112
7743,7743
7744,7744
15939,15939
24135,24135
7756,7756
15950,15950
15950,16126
1295,1295
24170,27470
24170,24170
23144,23144
13587,13587
13587,16126
13587,31197
13587,11596
24184,24184
15994,15994
15994,16126
24191,24191
24205,24205
24205,30223
7822,21871
7822,7822
24211,24211
16028,16028
24224,27470
24224,31175
16033,17481
16033,17432
16033,16033
24230,24230
7850,9217
7850,7850
7856,7856
24244,24244
24259,24259
24259,27470
7880,7880
16076,16076
16076,17481
24269,27470
24269,24269
24271,24271
24274,24274
24274,27470
24274,31197
16085,31197
16085,17481
16085,17432
16085,16085
7904,7904
24294,24294
16126,16126
4053,4627
4053,4053
16132,16132
16132,18284
24327,24327
24354,27470
24354,24354
24356,29700
24358,24358
7977,21871
7977,7977
24370,27470
24370,24370
8000,8000
16352,16126
24404,24404
8026,8026
24426,27470
24426,24426
8054,21871
8054,8054
8055,19457
8055,11266
8055,8315
8055,8055
8055,8697
8055,8447
8055,8694
8055,8114
8055,8113
8055,8112
8055,8617
8055,8296
8055,8251
8055,8111
8055,8713
8055,7793
8055,8000
8055,8252
8055,7744
8055,8301
8055,8091
8055,8318
8055,7822
8055,8026
8055,8109
8055,8270
8055,8100
8055,8469
8055,8145
8055,8104
8055,7977
8055,11554
8055,11459
8055,10111
8055,11081
8055,11091
24447,5521
24447,27956
24447,25064
24447,24356
24447,24447
24447,28783
24447,24347
24447,24852
24447,30427
24447,23708
24447,26832
24447,24757
24447,27358
24447,25558
24447,24783
24447,24734
24447,23684
24447,27349
24447,23779
24447,26862
24447,23286
24447,24873
24447,24224
24447,1082
24447,545
24447,30017
24447,24205
24447,24271
24447,24635
24447,24244
24447,25687
24447,12459
24453,24453
8091,8091
8100,8100
8104,21871
8104,8104
8109,8109
8112,8112
8113,8113
8114,8114
24501,24501
16311,16311
16311,21871
24504,27470
24504,24504
24517,24517
24517,29700
2721,2721
24525,24525
24525,30223
24525,29700
8145,8145
24536,27470
16347,16347
16347,21871
16347,21591
24542,30223
24542,24542
24544,27470
24545,24545
16354,17432
16354,16354
8172,8172
24563,24563
24572,30223
24572,24572
