osmid,igraph_id
65519718,901
65519794,902
65519801,903
65519805,904
65519811,905
65519812,906
65519828,907
65519873,908
65519879,909
65519886,910
65519903,911
65519907,912
65519912,913
65519915,914
65520005,915
65520407,916
65520788,917
65520792,918
65520802,919
65520810,920
65520817,921
65520829,922
65520837,923
65520858,924
65521138,925
65521830,926
65522194,927
65522776,928
65523168,929
65523446,930
65523699,931
65523708,932
65524208,933
65524219,934
65525778,935
65525809,936
65525825,937
65526482,938
65526483,939
65526484,940
65526851,941
65527106,942
65527237,943
65527267,944
65527964,945
65528044,946
65528248,947
65528395,948
65528694,949
65529525,950
65529739,951
65529747,952
65529970,953
65530804,954
65530821,955
65531258,956
65531260,957
65531395,958
65533853,959
65535644,960
65535655,961
65535657,962
65535867,963
65536436,964
65536465,965
65536474,966
65536891,967
65536894,968
65536905,969
65537021,970
65537109,971
65537242,972
65537417,973
65537424,974
65537470,975
65537490,976
65537498,977
65537610,978
65537618,979
65537627,980
65537705,981
65538125,982
65538142,983
65538902,984
65540445,985
65540647,986
65542695,987
65542697,988
65542720,989
65544513,990
65544562,991
65545388,992
65545403,993
65545458,994
65545461,995
65545831,996
65545833,997
65545838,998
65545841,999
65545842,1000
65545884,1001
65545889,1002
65546012,1003
65546031,1004
65546114,1005
65546440,1006
65546644,1007
65546650,1008
65546670,1009
65546712,1010
65546714,1011
65548368,1012
65550909,1013
65550922,1014
65550951,1015
65551320,1016
65551637,1017
65552431,1018
65552432,1019
65552467,1020
65552537,1021
65552548,1022
65553109,1023
65553460,1024
65553499,1025
65554751,1026
65556865,1027
65556870,1028
65556875,1029
65557518,1030
65557527,1031
65557531,1032
65557533,1033
65557550,1034
65557553,1035
65557609,1036
65560040,1037
65560171,1038
65560182,1039
65560188,1040
65561001,1041
65562391,1042
65563884,1043
65563891,1044
65563900,1045
65563960,1046
65564098,1047
65564457,1048
65567301,1049
65567985,1050
65567993,1051
65568982,1052
65568990,1053
65569124,1054
65569391,1055
65569783,1056
65569876,1057
65569978,1058
65570844,1059
65570889,1060
65571076,1061
65572597,1062
65573116,1063
65573129,1064
65573556,1065
65573574,1066
65574393,1067
65575274,1068
65576597,1069
65576602,1070
65576612,1071
65576620,1072
65576623,1073
65576647,1074
65580116,1075
65580119,1076
65580120,1077
65584416,1078
65584419,1079
65585859,1080
65585887,1081
65585913,1082
65585941,1083
65586310,1084
65589279,1085
65590413,1086
65591634,1087
65591645,1088
65591818,1089
65592042,1090
65593969,1091
65593970,1092
65593996,1093
65594007,1094
65594016,1095
65594018,1096
65594022,1097
65594025,1098
65594027,1099
65594033,1100
65594036,1101
65594040,1102
65594084,1103
65594110,1104
65594157,1105
65594160,1106
65594350,1107
65594661,1108
65594737,1109
65595561,1110
65597935,1111
65597976,1112
65597983,1113
65597990,1114
65597994,1115
65598018,1116
65598030,1117
65598036,1118
65598038,1119
65598042,1120
65598052,1121
65598061,1122
65598065,1123
65598968,1124
65599134,1125
65599317,1126
65599405,1127
65600184,1128
65600471,1129
65601407,1130
65601498,1131
65602975,1132
65606364,1133
65606395,1134
65606557,1135
65606669,1136
65606682,1137
65606695,1138
65606696,1139
65606771,1140
65606775,1141
65606785,1142
65606794,1143
65607454,1144
65607466,1145
65608751,1146
65608778,1147
65609704,1148
65609953,1149
65610733,1150
65611746,1151
65611753,1152
65612374,1153
65612646,1154
65613603,1155
65615212,1156
65616196,1157
65616247,1158
65616251,1159
65616258,1160
65616260,1161
65616276,1162
65616300,1163
65616306,1164
65616309,1165
65616321,1166
65616335,1167
65616349,1168
65616357,1169
65616364,1170
65616374,1171
65616400,1172
65616416,1173
65616435,1174
65616452,1175
65616454,1176
65616464,1177
65616473,1178
65616484,1179
65617280,1180
65617829,1181
65618110,1182
65618112,1183
65620589,1184
65621003,1185
65621004,1186
65621006,1187
65621877,1188
65621886,1189
65622485,1190
65622499,1191
65622501,1192
65622506,1193
65622573,1194
65623039,1195
65623041,1196
65623306,1197
65623316,1198
65623320,1199
65623334,1200
65623478,1201
65623491,1202
65624714,1203
65624716,1204
65624723,1205
65624823,1206
65624825,1207
65625198,1208
65625329,1209
65625385,1210
65627147,1211
65627280,1212
65627286,1213
65627848,1214
65628428,1215
65628605,1216
65630139,1217
65630140,1218
65630322,1219
65631013,1220
65631025,1221
65633131,1222
65633305,1223
65633308,1224
65633317,1225
65633323,1226
65633329,1227
65633341,1228
65633353,1229
65633361,1230
65633363,1231
65633876,1232
65634180,1233
65634681,1234
65634694,1235
65634704,1236
65634714,1237
65634716,1238
65634717,1239
65636425,1240
65636870,1241
65636880,1242
65637195,1243
65637999,1244
65638002,1245
65638005,1246
65638008,1247
65639816,1248
65641351,1249
65641354,1250
65642357,1251
65646539,1252
65646591,1253
65646647,1254
65646658,1255
65646663,1256
65648067,1257
65648077,1258
65648090,1259
65648098,1260
65648471,1261
65648587,1262
65648978,1263
65649018,1264
65649351,1265
65652285,1266
65653638,1267
65655361,1268
65655851,1269
65656049,1270
65656060,1271
65656080,1272
65656373,1273
65656474,1274
65657291,1275
65657682,1276
65657864,1277
65658264,1278
65663635,1279
65663659,1280
65663667,1281
65663668,1282
65665603,1283
65666553,1284
65666635,1285
65666637,1286
65668136,1287
65669672,1288
65670360,1289
65670370,1290
65670376,1291
65670426,1292
65670428,1293
65670469,1294
65670513,1295
65670521,1296
65671435,1297
65671756,1298
65671916,1299
65672015,1300
65672043,1301
65672808,1302
65672889,1303
65672950,1304
65673709,1305
65674060,1306
65677177,1307
65678194,1308
65678446,1309
65678734,1310
65679390,1311
65681056,1312
65682328,1313
65684108,1314
83654889,1315
91028062,1316
91028063,1317
91030179,1318
91030278,1319
91030693,1320
91030756,1321
91032348,1322
91034685,1323
91034690,1324
91034829,1325
91034996,1326
91035174,1327
91035196,1328
91038241,1329
91039518,1330
91039519,1331
91042305,1332
91042306,1333
91042309,1334
91043027,1335
91043127,1336
91043217,1337
91044063,1338
91044294,1339
91044835,1340
91044836,1341
91046239,1342
91046320,1343
91046381,1344
91046941,1345
91046955,1346
91046967,1347
91047252,1348
91047647,1349
91047867,1350
91048039,1351
91048247,1352
91048264,1353
91048517,1354
91048598,1355
91048906,1356
91048935,1357
91048936,1358
91048956,1359
91050122,1360
91050139,1361
91050163,1362
91050617,1363
91051584,1364
91052051,1365
91052060,1366
91052150,1367
91052181,1368
91052957,1369
91053293,1370
91053297,1371
91053320,1372
91053466,1373
91053472,1374
91053619,1375
91053644,1376
91053886,1377
91053910,1378
91055301,1379
91055340,1380
91055395,1381
91055649,1382
91056251,1383
91058023,1384
91058039,1385
91058474,1386
91058503,1387
91058505,1388
91058562,1389
91058757,1390
91058761,1391
91059018,1392
91059317,1393
91059573,1394
91059862,1395
91061148,1396
91061644,1397
91061646,1398
91061708,1399
91062344,1400
91062372,1401
91062579,1402
91062599,1403
91063440,1404
91064545,1405
91064555,1406
91064778,1407
91064780,1408
91064786,1409
91065188,1410
91065363,1411
91066804,1412
91066810,1413
91066874,1414
91067022,1415
91068172,1416
91068176,1417
91068310,1418
91068651,1419
91069053,1420
91069072,1421
91069111,1422
91070049,1423
91070053,1424
91070063,1425
91070109,1426
91070157,1427
91070216,1428
91070273,1429
91070276,1430
91070278,1431
91070281,1432
91070608,1433
91073476,1434
91073477,1435
91073533,1436
91073572,1437
91074463,1438
91076277,1439
91077853,1440
91077944,1441
91077956,1442
91078152,1443
91078169,1444
91078264,1445
91078806,1446
91079767,1447
91079822,1448
91081068,1449
91081081,1450
91081246,1451
91081525,1452
91083738,1453
91084041,1454
91084444,1455
91085286,1456
91085463,1457
91085803,1458
91086966,1459
91086978,1460
91087024,1461
91087110,1462
91087135,1463
91088843,1464
91089405,1465
91090104,1466
91091396,1467
91092102,1468
91092450,1469
91094742,1470
91094749,1471
91094782,1472
91094786,1473
91095049,1474
91095120,1475
91095675,1476
91096251,1477
91096270,1478
91097663,1479
91097669,1480
91098023,1481
91098577,1482
91099763,1483
91101703,1484
91103276,1485
91105085,1486
91106894,1487
132082310,1488
248208175,1489
248208177,1490
248210982,1491
248210987,1492
248212008,1493
248212014,1494
248212608,1495
257718800,1496
257806071,1497
257806443,1498
257806721,1499
257806722,1500
257808050,1501
257808248,1502
257808261,1503
257808265,1504
257809014,1505
257809091,1506
257809657,1507
257809659,1508
257810782,1509
257810783,1510
257883288,1511
257883293,1512
257926297,1513
257926374,1514
257926635,1515
257926715,1516
257938654,1517
257939646,1518
257939693,1519
257939740,1520
257939741,1521
257939924,1522
257940053,1523
257942495,1524
257945240,1525
257945335,1526
257947531,1527
257947532,1528
257947534,1529
257947537,1530
257947540,1531
257947679,1532
257947684,1533
257947690,1534
257947695,1535
257947696,1536
257947701,1537
257947703,1538
257948337,1539
257949079,1540
257949109,1541
257949610,1542
257949620,1543
257993272,1544
257993765,1545
257998443,1546
258102054,1547
258102515,1548
258103317,1549
258103659,1550
258104013,1551
258104015,1552
258104525,1553
258104526,1554
258104649,1555
258104650,1556
258104858,1557
258105211,1558
258105300,1559
258105382,1560
258160710,1561
258164852,1562
258169402,1563
258974012,1564
258974222,1565
258974641,1566
258975134,1567
258975208,1568
258975384,1569
258975385,1570
258981768,1571
258982002,1572
258982036,1573
258982038,1574
258982094,1575
258985346,1576
259001133,1577
259001278,1578
259001354,1579
259001466,1580
259001484,1581
259043472,1582
259043473,1583
259043563,1584
259043584,1585
259849890,1586
261418998,1587
261419023,1588
261431941,1589
261622476,1590
261622482,1591
261624739,1592
261624768,1593
261624950,1594
261763682,1595
261763684,1596
261763690,1597
261764004,1598
261764009,1599
261764012,1600
261764073,1601
261766795,1602
262601804,1603
262617056,1604
264406230,1605
264406685,1606
264406823,1607
264407489,1608
264407808,1609
264408131,1610
264412249,1611
264415425,1612
272141979,1613
272141984,1614
272272951,1615
277443366,1616
279755787,1617
279755812,1618
279771462,1619
279771466,1620
279771474,1621
279771475,1622
279771477,1623
279771478,1624
279771480,1625
282627704,1626
282629329,1627
282630632,1628
282922971,1629
282926781,1630
285823671,1631
285861147,1632
286637399,1633
286638191,1634
286641444,1635
286642720,1636
286644243,1637
286646419,1638
286648481,1639
286649144,1640
287788435,1641
287794663,1642
287794849,1643
287795003,1644
287795126,1645
287795141,1646
287800604,1647
287800910,1648
287801080,1649
287807958,1650
287811861,1651
288064413,1652
288064481,1653
288386757,1654
288532766,1655
288691269,1656
290192646,1657
290197279,1658
290197286,1659
291685383,1660
292447596,1661
292459345,1662
292459834,1663
293561038,1664
295407797,1665
297281197,1666
299516088,1667
304694824,1668
306534142,1669
306534200,1670
306534211,1671
306534238,1672
308868072,1673
308870491,1674
308870885,1675
308872063,1676
308874475,1677
309052181,1678
309052216,1679
309052432,1680
309052456,1681
309053289,1682
309053481,1683
310946868,1684
310947709,1685
310951368,1686
310951371,1687
310951377,1688
310951427,1689
310960174,1690
310960273,1691
310960278,1692
310960812,1693
310960965,1694
310961089,1695
310961241,1696
310961256,1697
310961260,1698
310961328,1699
310961411,1700
310961689,1701
310961963,1702
310962242,1703
310962243,1704
310962519,1705
310962724,1706
310962747,1707
310962874,1708
310963116,1709
310963309,1710
310963360,1711
310964172,1712
310964311,1713
310964413,1714
310964635,1715
310965657,1716
310965659,1717
310966240,1718
310967127,1719
310967444,1720
310968724,1721
310968726,1722
310969084,1723
310969170,1724
310969385,1725
310970403,1726
310971482,1727
310971513,1728
310974825,1729
310974852,1730
310977443,1731
310979305,1732
310986100,1733
310986668,1734
310986742,1735
310987108,1736
310988083,1737
310998377,1738
310998460,1739
311729920,1740
311730001,1741
311952464,1742
312409407,1743
312410258,1744
312410284,1745
312410311,1746
312410495,1747
312410568,1748
312410699,1749
312410718,1750
312411466,1751
312411493,1752
312411623,1753
312411626,1754
312411642,1755
312411643,1756
312411646,1757
312411829,1758
312411852,1759
312412119,1760
312412129,1761
312412131,1762
312412132,1763
312412502,1764
312413173,1765
312414452,1766
312415026,1767
312415213,1768
312415258,1769
312425414,1770
312425428,1771
312425429,1772
312425462,1773
312425463,1774
312425835,1775
312428268,1776
312433875,1777
312433975,1778
312434159,1779
312434168,1780
314130729,1781
314175555,1782
314175571,1783
314175744,1784
314175844,1785
314175894,1786
314175930,1787
314821147,1788
314822241,1789
315025526,1790
315025880,1791
315025904,1792
315026362,1793
315026395,1794
315027074,1795
315027117,1796
315027121,1797
315027141,1798
315027230,1799
315027231,1800
315027255,1801
315027258,1802
315027259,1803
315027270,1804
315029553,1805
315033230,1806
315033231,1807
315033236,1808
315033275,1809
315033628,1810
315033955,1811
315033956,1812
315412805,1813
315412808,1814
315999714,1815
315999953,1816
316001204,1817
316012289,1818
316013546,1819
316557287,1820
316557554,1821
316557564,1822
316557569,1823
316557729,1824
316557730,1825
316557740,1826
316557979,1827
317343565,1828
317344192,1829
317347778,1830
317349603,1831
317351733,1832
317352755,1833
317526507,1834
317526512,1835
317529121,1836
317529132,1837
317529221,1838
317529981,1839
317530007,1840
317530008,1841
317530094,1842
317530101,1843
317530103,1844
317530751,1845
320389674,1846
320394159,1847
331115157,1848
331115174,1849
331115181,1850
331115415,1851
331115420,1852
331115425,1853
332168545,1854
332169800,1855
332171341,1856
343867476,1857
343888477,1858
347172617,1859
347440823,1860
347567110,1861
349032447,1862
349164176,1863
349309699,1864
357525273,1865
357525275,1866
357526930,1867
360009099,1868
360010710,1869
360010711,1870
360010714,1871
360010718,1872
360010720,1873
360010732,1874
360010753,1875
360028145,1876
362725173,1877
365468374,1878
366729725,1879
366730685,1880
366731020,1881
367090796,1882
369930717,1883
369930718,1884
369933179,1885
369933187,1886
369933261,1887
369933304,1888
369933414,1889
369933426,1890
369933463,1891
369933711,1892
369933767,1893
369934094,1894
369934507,1895
369934906,1896
369936093,1897
369936100,1898
369936101,1899
369936105,1900
369936134,1901
369936148,1902
369936630,1903
369936632,1904
369936744,1905
369936746,1906
369936753,1907
369936755,1908
369936768,1909
369936774,1910
369936779,1911
369938756,1912
369938759,1913
369938803,1914
369938804,1915
369938852,1916
369938926,1917
369939034,1918
370490273,1919
370490277,1920
370490283,1921
370490361,1922
370490577,1923
370492391,1924
370492394,1925
370492395,1926
370492396,1927
370492399,1928
370492422,1929
370492423,1930
370625523,1931
370626236,1932
370626508,1933
370626596,1934
370626710,1935
370626718,1936
370626851,1937
370755803,1938
370755836,1939
370755875,1940
370755879,1941
370755885,1942
370755960,1943
370755961,1944
370755962,1945
370755981,1946
370756105,1947
370756258,1948
370756683,1949
370756687,1950
370757030,1951
370757152,1952
370757155,1953
370757156,1954
370757157,1955
370757172,1956
370757260,1957
371345813,1958
371345815,1959
371346464,1960
371347031,1961
371347972,1962
371349408,1963
371349922,1964
371349985,1965
371350060,1966
371350300,1967
371350659,1968
371350662,1969
371352116,1970
371353263,1971
371353705,1972
371353758,1973
371353929,1974
371356035,1975
371356054,1976
371357625,1977
371358791,1978
371358806,1979
371359518,1980
371360087,1981
371360515,1982
373660307,1983
375422222,1984
383970865,1985
383970901,1986
383983988,1987
383988634,1988
383988646,1989
383988673,1990
383989707,1991
383991708,1992
384053687,1993
410042843,1994
413763938,1995
413768951,1996
413769285,1997
413771356,1998
417969411,1999
427492061,2000
427512052,2001
427519593,2002
427521958,2003
427530048,2004
427779432,2005
429405365,2006
429406277,2007
430580089,2008
431859369,2009
431865147,2010
431891079,2011
431891080,2012
431937004,2013
431937005,2014
432510898,2015
432510899,2016
432588488,2017
432588489,2018
432615542,2019
432615544,2020
432635591,2021
432635595,2022
433475314,2023
441026873,2024
446763159,2025
450700286,2026
459992007,2027
459993513,2028
459993752,2029
459994141,2030
459994247,2031
459994758,2032
462078060,2033
478225969,2034
489917622,2035
490510121,2036
490510316,2037
490510685,2038
490510828,2039
490514610,2040
490518029,2041
490518030,2042
490518032,2043
490518072,2044
490518096,2045
490519144,2046
490519155,2047
491577236,2048
491577280,2049
491577300,2050
495753363,2051
495951927,2052
495951954,2053
507424447,2054
509900382,2055
511073935,2056
517240206,2057
517240765,2058
517243011,2059
517251116,2060
517251972,2061
517253371,2062
517267496,2063
517275759,2064
521883727,2065
521883743,2066
521883746,2067
521883777,2068
521887902,2069
521969174,2070
521969362,2071
522008607,2072
534777212,2073
538071163,2074
540466955,2075
540466958,2076
540466960,2077
540467261,2078
540467264,2079
540467265,2080
559395535,2081
559395544,2082
559395559,2083
559396977,2084
559396979,2085
559397010,2086
559397208,2087
559397251,2088
559397282,2089
559397305,2090
559397306,2091
559397444,2092
559397641,2093
560859521,2094
568838878,2095
571762389,2096
598397226,2097
599841170,2098
600218446,2099
600231749,2100
600231753,2101
600231754,2102
600231755,2103
600231772,2104
600231868,2105
601596467,2106
603488291,2107
603488298,2108
611914944,2109
611914959,2110
619053593,2111
619053753,2112
619053756,2113
619054046,2114
619054047,2115
619055058,2116
619562779,2117
627245995,2118
627246106,2119
638873205,2120
638873266,2121
