orig,dest,trips
1271001343,915248218,5
1271001343,65284950,2
1271001343,65317565,1
1271001343,65317542,2
1271001343,4186454033,2
1271001343,65328716,1
1271001343,65307397,1
1271001343,65343967,2
1271001343,65334137,2
1271001343,65319961,2
1271001343,65295337,3
1271001343,65312677,2
1271001343,65337406,1
1271001343,4019577207,1
1271001343,612767847,1
1271001343,4019577207,3
1271001343,65296824,3
1271001343,300781672,4
1271001343,1249336037,4
1271001343,65345305,4
1271001343,65329133,5
1271001343,65312695,5
1271001343,65329125,2
1271001343,65295355,2
1271001343,4019294259,3
1271001343,65333932,3
1271001343,262263366,2
1271001343,4008988541,2
1271001343,65281338,2
1271001343,65322190,2
1271001343,258910950,2
1271001343,65309555,1
1271001343,65295450,3
1271001343,65330054,1
1271001343,258756007,4
1271001343,258756003,2
1271001343,65295420,3
1271001343,3998115410,3
1271001343,65361705,1
1271001343,65368988,5
1271001343,258482635,5
1271001343,4017324918,3
1271001343,420514907,2
1271001343,65314192,2
1271001343,65319968,1
1271001343,65350752,2
1271001343,295224575,2
1271001343,65308300,1
1271001343,65324344,4
1271001343,65328181,4
1271001343,4357170829,4
1271001343,65312115,3
1271001343,4018939473,4
1271001343,5035348357,3
1271001343,65339305,8
1271001343,65354081,3
1271001343,65327923,4
1271001343,65298353,5
1271001343,263133817,6
1271001343,65296327,1
1271001343,2642129723,1
1271001343,65369932,2
1271001343,65294323,1
1271001343,65294289,1
1271001343,65318663,6
1271001343,65322310,6
1271001343,65324849,9
1271001343,65318612,3
1271001343,65317406,1
1271001343,4357170828,2
1271001343,258968242,6
1271001343,65314241,5
1271001343,65296202,3
1271001343,65300043,5
1271001343,293818041,2
1271001343,65290912,3
1271001343,65320199,4
1271001343,65313442,3
1271001343,65286435,1
1271001343,65317595,3
1271001343,65317795,2
1271001343,65317606,1
1271001343,775298151,2
1271001343,65291247,1
1271001343,65291247,2
1271001343,2399950829,3
1271001343,2399950825,2
1271001343,315706802,3
1271001343,358888595,1
1271001343,65294323,4
1271001343,1614214651,2
1271001343,65314953,1
1271001343,436986613,2
1271001343,4353687911,2
1271001343,665553804,2
1271001343,65342266,1
1271001343,315706881,1
1271001343,65310244,1
1271001343,65331336,1
1271001343,65300495,2
1271001343,65300486,1
1271001343,65291433,1
1271001343,648530371,3
1271001343,258964133,3
1271001343,65291160,3
1271001343,65284119,1
1271001343,65301931,1
1271001343,65284149,1
1271001343,258963772,1
1271001343,65301931,1
1271001343,1378125457,2
1271001343,1378125483,1
1271001343,65327574,2
1271001343,65327574,1
1271001343,297838768,1
1271001343,2511971979,1
1271001343,1711296815,1
1271001343,65283145,2
1271001343,1707875334,2
1271001343,65356861,2
1271001343,65297593,1
1271001343,65297593,5
1271001343,420508886,2
1271001343,65316662,2
1271001343,65289443,3
1271001343,65316711,2
1271001343,65320234,2
1271001343,65289538,2
1271001343,258916761,1
1271001343,65288277,3
1271001343,315422377,1
1271001343,65423908,2
1271001343,65358073,1
1271001343,65438518,1
1271001343,2270464629,1
1271001343,1037911935,1
1271001343,65307757,1
1271001343,521076834,2
1271001343,65347395,1
1271001343,65408395,1
1271001343,65422427,2
1271001343,704664420,1
1271001343,65394475,4
1271001343,1367580656,1
1271001343,65376960,1
1271001343,2692796869,1
1271001343,304894446,1
1271001343,65348226,3
1271001343,65517624,1
1271001343,1050206545,1
1271001343,262936146,1
1271001343,1935652903,1
1271001343,65415646,1
1271001343,259586113,1
1271001343,65388464,1
1271001343,65413903,1
1271001343,415282972,1
1271001343,2315516959,2
1271001343,65419547,2
1271001343,65436228,1
1271001343,53046715,1
1271001343,5047404967,1
1271001343,3958190547,1
1271001343,1684055432,1
1271001343,4177111735,1
1271001343,257389219,1
1271001343,53017143,1
1271001343,441531129,1
1271001343,53049965,1
1271001343,53047367,1
1271001343,5042654795,1
1271001343,53147942,1
1271001343,5078638095,1
1271001343,53029469,1
1271001343,53072779,2
1271001343,53073196,1
1271001343,53027707,1
1271001343,53087444,1
1271001343,4350615756,1
1271001343,53098609,1
1271001343,53079877,1
1271001343,53059266,2
1271001343,312080164,2
1271001343,53130151,2
1271001343,53024918,2
1271001343,53025122,1
1271001343,53041310,1
1271001343,53073062,1
1271001343,53041310,2
1271001343,53073060,1
1271001343,1234348702,1
1271001343,2389189115,1
1271001343,53089120,1
1271001343,53089110,1
1271001343,683705747,2
1271001343,53131597,1
1271001343,53108185,1
1271001343,53055655,1
1271001343,53113035,1
1271001343,53126753,1
1271001343,53035727,1
1271001343,53016898,2
1271001343,53050633,1
1271001343,53092586,1
1271001343,53099294,1
1271001343,53096046,1
1271001343,53020923,1
1271001343,86276675,1
1271001343,53064209,1
1271001343,57808614,1
1271001343,57848217,1
1271001343,57802426,1
1271001343,57929038,1
1271001343,2446568009,1
1271001343,1665429483,1
1271001343,57809938,1
1271001343,5129624993,1
1271001343,370692176,1
1271001343,1373613163,1
1271001343,57926040,1
1271001343,3494790603,1
1271001343,564927578,1
1271001343,356166804,1
1271001343,57790649,1
1271001343,3967052491,1
1271001343,1827192886,1
1271001343,1633046548,1
1271001343,1390371621,2
1271001343,4305669824,1
1271001343,1386850864,1
1271001343,57912837,1
1271001343,62501674,1
1271001343,62477800,1
1271001343,62265340,1
1271001343,62388505,1
1271001343,62388450,1
1271001343,62351301,1
1271001343,62388303,1
1271001343,56157063,1
1271001343,56086595,1
1271001343,3376946563,1
1271001343,56070889,1
1271001343,56057971,1
1271001343,2422412125,1
1271001343,110358773,1
1271001343,3984423298,1
1271001343,4018042287,1
1271001343,110420616,1
1271001343,110383584,1
1271001343,110420487,2
1271001343,110446074,1
1271001343,110413962,2
1271001343,29892673,2
1271001343,110402376,1
1271001343,1937603541,1
1271001343,110432555,1
1271001343,110386360,1
1271001343,506409908,1
1271001343,110382264,1
65319949,65305817,1
65319949,65334120,1
65319949,65343958,1
65319949,65352337,2
65319949,65325032,1
65319949,915248218,1
65319949,911547144,2
65319949,4186454033,1
65319949,65305832,1
65319949,65337421,1
65319949,65312677,2
65319949,612767847,1
65319949,4019577207,1
65319949,300781672,1
65319949,65345305,2
65319949,65329133,1
65319949,4019294259,1
65319949,65333932,1
65319949,262263366,1
65319949,4008988541,2
65319949,4022970383,1
65319949,258910950,1
65319949,65287360,1
65319949,65295450,2
65319949,258756003,1
65319949,65295420,3
65319949,3998115410,2
65319949,65368988,3
65319949,258482635,1
65319949,259139108,2
65319949,65314192,1
65319949,295224575,1
65319949,65325374,3
65319949,65324344,1
65319949,4018939473,1
65319949,65339305,1
65319949,65354081,1
65319949,65327923,1
65319949,65298353,1
65319949,65292574,1
65319949,263133817,1
65319949,65294289,1
65319949,65318663,1
65319949,65322310,2
65319949,65324849,3
65319949,65317406,3
65319949,4357170828,1
65319949,258968242,1
65319949,65314241,1
65319949,65300043,2
65319949,293818041,1
65319949,259394878,1
65319949,65320199,2
65319949,65291247,3
65319949,2399950829,1
65319949,1614214651,1
65319949,4353687911,1
65319949,665553804,1
65319949,65300495,3
65319949,65291433,1
65319949,65291433,1
65319949,65306706,1
65319949,1378125457,1
65319949,1378125483,1
65319949,65313107,1
65319949,258973935,1
65319949,65327574,1
65319949,297838768,1
65319949,1711296815,2
65319949,65312877,1
65319949,65297593,1
65319949,258916758,1
65319949,65316711,1
65319949,65358073,1
65319949,1037911935,1
65319949,521076834,1
65319949,32927534,1
65319949,704664420,1
65319949,304894446,2
65319949,636067460,1
65319949,65508634,1
65319949,65425119,1
65319949,65457732,1
65319949,53087444,1
65319949,4769165076,1
65319949,2378118256,1
65319949,1056929996,1
65319949,53020976,1
65319949,275779890,1
65319949,57863367,1
65319949,110354744,1
65334120,65295278,1
65334120,65303529,1
65334120,65319949,1
65334120,65334120,1
65334120,65352337,1
65334120,65339089,1
65334120,65325032,3
65334120,890045132,1
65334120,915248218,1
65334120,65317542,1
65334120,65307366,1
65334120,65319961,1
65334120,65295337,2
65334120,65337421,2
65334120,65312677,2
65334120,65337406,1
65334120,4019577207,4
65334120,612767847,1
65334120,4019577207,1
65334120,300781672,3
65334120,1249336037,3
65334120,65345305,8
65334120,65329133,3
65334120,65312695,3
65334120,65329125,5
65334120,65295355,1
65334120,4019294259,5
65334120,65333932,7
65334120,4008988541,2
65334120,65281338,2
65334120,258910938,3
65334120,258910950,6
65334120,65309555,3
65334120,65295450,7
65334120,65330054,2
65334120,258756007,3
65334120,258756003,5
65334120,65295420,1
65334120,3998115410,3
65334120,65361705,4
65334120,65368988,10
65334120,258482635,9
65334120,4017324918,3
65334120,259139108,1
65334120,420514907,5
65334120,65314192,4
65334120,295224575,1
65334120,65325374,1
65334120,65324344,3
65334120,65328181,3
65334120,4357170829,1
65334120,65312115,1
65334120,5035348357,4
65334120,65339305,6
65334120,65354081,2
65334120,65327923,4
65334120,65298353,4
65334120,295506085,1
65334120,65292574,3
65334120,1211594135,2
65334120,263133817,4
65334120,65296327,2
65334120,2642129723,3
65334120,65294323,1
65334120,65294289,4
65334120,65318663,1
65334120,65322310,4
65334120,65324849,7
65334120,65318612,4
65334120,65317406,7
65334120,4357170828,4
65334120,258968242,8
65334120,65314241,6
65334120,65320739,2
65334120,65300043,3
65334120,293818041,1
65334120,259394878,2
65334120,65290912,1
65334120,65320199,2
65334120,65313442,3
65334120,65317595,4
65334120,65317795,1
65334120,65317606,1
65334120,65317795,2
65334120,775298151,2
65334120,65291247,1
65334120,2399950829,1
65334120,2399950825,1
65334120,315706802,1
65334120,65369932,2
65334120,65314953,1
65334120,65306124,1
65334120,315706881,1
65334120,65310244,2
65334120,65331336,1
65334120,65300495,1
65334120,648530371,1
65334120,65291160,1
65334120,65284119,2
65334120,65284149,3
65334120,1378125457,1
65334120,65301891,1
65334120,258973935,2
65334120,65327574,1
65334120,1711296815,2
65334120,1707875334,1
65334120,65356861,1
65334120,65356861,1
65334120,65297593,1
65334120,65297593,1
65334120,420508886,2
65334120,65316662,2
65334120,258916758,1
65334120,65289443,1
65334120,65288353,1
65334120,65320234,2
65334120,258916761,1
65334120,65288277,2
65334120,258289605,1
65334120,65438518,1
65334120,2270464629,1
65334120,1037911935,1
65334120,65307757,3
65334120,1378125457,1
65334120,1655404172,1
65334120,704664420,2
65334120,65394475,1
65334120,636067460,1
65334120,65457734,1
65334120,65440499,1
65334120,65442084,1
65334120,2278881232,1
65334120,257433424,1
65334120,242909878,1
65334120,255223758,1
65334120,53059266,1
65334120,53081214,1
65334120,2389189115,1
65334120,1056929996,1
65334120,53113035,1
65334120,53035727,1
65334120,53090699,1
65334120,266909051,1
65334120,3881257518,1
65334120,1373640503,1
65334120,62501674,1
65334120,62456064,1
65334120,62484456,1
65334120,56070889,1
65334120,56119680,1
65334120,56093522,1
65334120,110383584,1
65334120,110420487,2
65334120,110413962,1
65334120,110421229,2
65334120,2469206816,1
65334120,110424903,1
65334120,110354744,1
65334120,110345583,1
65334120,368396833,1
65334120,110382264,1
65343958,1271001343,1
65343958,65319949,1
65343958,65343958,1
65343958,65352337,1
65343958,65339089,1
65343958,65325032,2
65343958,65309522,1
65343958,65317565,1
65343958,4186454033,2
65343958,65343967,1
65343958,65295337,2
65343958,65337421,1
65343958,65337406,1
65343958,612767847,1
65343958,65317133,1
65343958,65296824,2
65343958,65345305,2
65343958,65329133,2
65343958,65295355,1
65343958,4019294259,2
65343958,65333932,3
65343958,262263366,1
65343958,4008988541,1
65343958,258910950,1
65343958,65287360,1
65343958,258756007,1
65343958,258756003,2
65343958,65361705,3
65343958,4017324918,2
65343958,259139108,1
65343958,65314192,2
65343958,65308300,2
65343958,65328181,1
65343958,65312115,2
65343958,4018939473,3
65343958,5035348357,1
65343958,65298353,2
65343958,295506085,1
65343958,65292574,2
65343958,263133817,3
65343958,65369932,2
65343958,65294323,1
65343958,65294289,3
65343958,65318663,3
65343958,65322310,2
65343958,65318612,1
65343958,4357170828,1
65343958,258968242,1
65343958,65314241,1
65343958,65300043,1
65343958,259394878,1
65343958,65320199,1
65343958,65317595,1
65343958,65317795,2
65343958,65317606,1
65343958,65317795,1
65343958,65291247,1
65343958,65291247,1
65343958,358888595,1
65343958,65294323,1
65343958,1614214651,1
65343958,665553804,2
65343958,315706881,1
65343958,65291433,1
65343958,65291433,1
65343958,65284119,1
65343958,258963772,1
65343958,258973935,1
65343958,65283145,1
65343958,65297593,2
65343958,65297593,1
65343958,65288353,1
65343958,2456996803,1
65343958,315422377,1
65343958,65444824,1
65343958,1037911909,1
65343958,1037911935,2
65343958,65416361,2
65343958,65376960,1
65343958,65379557,1
65343958,887603415,1
65343958,541338643,1
65343958,2315516959,1
65343958,65425948,1
65343958,4454432056,1
65343958,53101819,1
65343958,575671703,1
65343958,354653871,1
65343958,311870722,1
65343958,53080171,1
65343958,4769165076,1
65343958,53046251,1
65343958,53089110,1
65343958,53030266,1
65343958,53055655,1
65343958,53035727,1
65343958,53092586,1
65343958,53094210,1
65343958,57802426,1
65343958,57817399,1
65343958,57913750,1
65343958,57929038,1
65343958,57850671,1
65343958,625648832,1
65343958,370692176,1
65343958,57898460,1
65343958,62434804,1
65343958,62386471,1
65343958,3376946563,1
65343958,56034775,1
65343958,110358773,1
65343958,110413962,2
65343958,29892673,1
65343958,1937603541,1
65343958,270661943,1
65343958,506409908,2
65343958,110345583,1
65343958,281670805,1
65352337,65295278,1
65352337,65305817,1
65352337,1271001343,3
65352337,65319949,1
65352337,65352337,3
65352337,65339089,1
65352337,65325032,1
65352337,65334510,1
65352337,65309522,1
65352337,915248218,8
65352337,911547144,3
65352337,65317565,1
65352337,65317542,3
65352337,4186454033,1
65352337,280836272,1
65352337,65305832,1
65352337,65328716,2
65352337,65327522,1
65352337,65307397,1
65352337,65343967,3
65352337,65334137,6
65352337,65319961,1
65352337,65295337,2
65352337,65337421,3
65352337,65337406,3
65352337,4019577207,2
65352337,612767847,2
65352337,4019577207,8
65352337,65317133,4
65352337,65296824,2
65352337,300781672,2
65352337,1249336037,2
65352337,65345305,6
65352337,65329133,6
65352337,65312695,5
65352337,65329125,8
65352337,65295355,3
65352337,4019294259,6
65352337,65333932,6
65352337,262263366,3
65352337,4008988541,4
65352337,65281338,9
65352337,65322190,2
65352337,4022970383,1
65352337,2392273472,1
65352337,258910938,5
65352337,258910950,3
65352337,65287360,5
65352337,65309555,3
65352337,65295450,4
65352337,65330054,4
65352337,258756007,7
65352337,258756003,6
65352337,65295420,8
65352337,3998115410,8
65352337,65361705,4
65352337,65368988,10
65352337,258482635,12
65352337,4017324918,4
65352337,259139108,3
65352337,420514907,5
65352337,65314192,3
65352337,295224575,3
65352337,65325374,1
65352337,65324344,2
65352337,65328181,9
65352337,4357170829,2
65352337,65312115,9
65352337,4018939473,8
65352337,5035348357,1
65352337,65339305,2
65352337,65354081,8
65352337,65327923,12
65352337,65298353,7
65352337,295506085,7
65352337,65292574,3
65352337,1211594135,3
65352337,263133817,13
65352337,65296327,9
65352337,2642129723,4
65352337,65369932,4
65352337,65294323,11
65352337,65294289,8
65352337,65318663,7
65352337,65322310,7
65352337,65324849,4
65352337,65318612,9
65352337,65317406,10
65352337,4357170828,1
65352337,258968242,5
65352337,65314241,3
65352337,65296202,2
65352337,65320739,1
65352337,65300043,1
65352337,293818041,2
65352337,259394878,1
65352337,65320199,6
65352337,65313442,8
65352337,65317595,8
65352337,65317795,7
65352337,65317606,9
65352337,65317795,5
65352337,775298151,8
65352337,65291247,9
65352337,65291247,7
65352337,2399950829,5
65352337,2399950825,3
65352337,65311334,3
65352337,315706802,5
65352337,358888595,9
65352337,65294323,9
65352337,65369932,5
65352337,1614214651,6
65352337,65314953,2
65352337,436986613,1
65352337,4353687911,3
65352337,665553804,2
65352337,65342266,6
65352337,65306124,2
65352337,315706881,2
65352337,65310244,2
65352337,65331336,5
