LINK,A,B,a0,a1,a2,a3,a4
11059,5135,3238,0.407939922831,0.0,0.0,0.0,3.82443677654e-15
11060,5135,5136,3.42777693603,0.0,0.0,0.0,5.14166540405e-13
11061,5136,5137,68.2998241319,0.0,0.0,0.0,1.02449736198e-11
11062,5137,4213,1.27529583574,0.0,0.0,0.0,2.91562833959e-13
11063,5137,5138,42.1216907033,0.0,0.0,0.0,6.3182536055e-12
11064,5137,4933,148.156820873,0.0,0.0,0.0,3.38721584071e-11
11065,5138,4186,1.14733738973,0.0,0.0,0.0,2.62308502454e-13
11066,5138,5139,35.279958944,0.0,0.0,0.0,5.2919938416e-12
11067,5138,3913,66.1087367195,0.0,0.0,0.0,1.51140230269e-11
11068,5139,4214,1.47914194971,0.0,0.0,0.0,3.38166883793e-13
11069,5139,5140,58.4532553059,0.0,0.0,0.0,8.76798829589e-12
11070,5140,4215,0.856626749338,0.0,0.0,0.0,1.28494012401e-13
11071,5140,3324,8.54535524963,0.0,0.0,0.0,1.28180328744e-12
11072,5140,5133,5.17756660553,0.0,0.0,0.0,7.76634990829e-13
11073,5141,3376,0.68767310013,0.0,0.0,0.0,6.44693531372e-15
11074,5141,5417,22.1435329007,0.0,0.0,0.0,3.32152993511e-12
11075,5142,4227,1.78585615894,0.0,0.0,0.0,6.54000058206e-13
11076,5142,3811,19.5334311284,0.0,0.0,0.0,7.15335612614e-12
11077,5142,6232,11.7134475995,0.0,0.0,0.0,1.75701713992e-12
11078,5143,4205,1.82935497285,0.0,0.0,0.0,2.74403245928e-13
11079,5143,5149,2.76867594462,0.0,0.0,0.0,4.15301391693e-13
11080,5144,5775,0.56248903439,0.0,0.0,0.0,8.43733551585e-14
11081,5144,5773,19.1738503219,0.0,0.0,0.0,7.02167370188e-12
11082,5145,4145,1.85184264257,0.0,0.0,0.0,4.23375089752e-13
11083,5145,5722,2.60262830713,0.0,0.0,0.0,3.9039424607e-13
11084,5146,3858,1.81516216123,0.0,0.0,0.0,6.64732236779e-13
11085,5146,3857,24.3838621723,0.0,0.0,0.0,8.929637026e-12
11086,5146,5147,27.021264841,0.0,0.0,0.0,4.05318972615e-12
11087,5147,4144,62.8228322661,0.0,0.0,0.0,2.30064083006e-11
11088,5147,3344,11.1057875851,0.0,0.0,0.0,1.66586813776e-12
11089,5148,6001,2.92776358935,0.0,0.0,0.0,4.39164538403e-13
11090,5148,6003,4.25946159769,0.0,0.0,0.0,6.38919239653e-13
11091,5149,5150,5.61301816357,0.0,0.0,0.0,8.41952724536e-13
11092,5150,4074,1.80247760871,0.0,0.0,0.0,6.60087014907e-13
11093,5150,5146,8.11585954203,0.0,0.0,0.0,1.2173789313e-12
11094,5151,3482,0.875232573838,0.0,0.0,0.0,2.00098896625e-13
11095,5151,4657,1.23540298557,0.0,0.0,0.0,1.10204618479e-14
11096,5152,3749,2.04557808112,0.0,0.0,0.0,4.67667599708e-13
11097,5152,4143,27.7763280067,0.0,0.0,0.0,6.35032647616e-12
11098,5152,3750,15.0179868229,0.0,0.0,0.0,1.40793626465e-13
11099,5153,4142,47.4763605214,0.0,0.0,0.0,1.08542205124e-11
11100,5153,3748,2.03425784618,0.0,0.0,0.0,4.65079525876e-13
11101,5153,5963,16.9578881465,0.0,0.0,0.0,1.58980201373e-13
11102,5154,4141,28.7471436712,0.0,0.0,0.0,6.57227793122e-12
11103,5155,4058,98.1164230928,0.0,0.0,0.0,2.24317382471e-11
11104,5155,6086,16.5923884637,0.0,0.0,0.0,3.79341300039e-12
11105,5156,4016,43.6407205008,0.0,0.0,0.0,9.977302355e-12
11106,5156,4122,41.4972363225,0.0,0.0,0.0,9.48725110255e-12
11107,5156,5121,79.0726792136,0.0,0.0,0.0,1.80778873374e-11
11108,5157,5165,5.5742716693,0.0,0.0,0.0,5.22587968996e-14
11109,5158,4749,17.7691813361,0.0,0.0,0.0,1.66586075026e-13
11110,5159,5160,9.2763508378,0.0,0.0,0.0,8.69657891044e-14
11111,5159,4751,8.87857914924,0.0,0.0,0.0,3.25143279391e-12
11112,5160,5158,12.9395078601,0.0,0.0,0.0,1.48934260711e-13
11113,5160,4336,14.5379296682,0.0,0.0,0.0,1.67332160606e-13
11114,5161,5159,3.92154211451,0.0,0.0,0.0,1.4361116142e-12
11115,5162,4335,7.57336261872,0.0,0.0,0.0,7.10002745505e-14
11116,5162,6077,13.332362343,0.0,0.0,0.0,4.88245691272e-12
11117,5163,4014,13.6063499617,0.0,0.0,0.0,4.98279417543e-12
11118,5163,5028,45.8088841803,0.0,0.0,0.0,1.67757144215e-11
11119,5164,5166,14.1571275331,0.0,0.0,0.0,5.1844949462e-12
11120,5164,6076,152.411228052,0.0,0.0,0.0,5.58146587103e-11
11121,5165,5831,17.0921959651,0.0,0.0,0.0,6.2593491083e-12
11122,5166,5167,51.050483936,0.0,0.0,0.0,1.8695245582e-11
11123,5166,5167,71.3637940835,0.0,0.0,0.0,2.61342019349e-11
11124,5167,5691,48.7757118422,0.0,0.0,0.0,1.7862199161e-11
11125,5168,6191,16.9447161938,0.0,0.0,0.0,6.205340403e-12
11126,5169,5003,190.66425662,0.0,0.0,0.0,4.35903650252e-11
11127,5169,4875,160.722784174,0.0,0.0,0.0,3.67450352477e-11
11128,5169,6190,26.0258109842,0.0,0.0,0.0,9.53093663974e-12
11129,5170,4251,15.7205990125,0.0,0.0,0.0,2.35808985188e-12
11130,5171,5172,7.10111417848,0.0,0.0,0.0,1.62348289403e-12
11131,5171,5674,60.8936211634,0.0,0.0,0.0,1.39217240886e-11
11132,5172,5173,8.78608598908,0.0,0.0,0.0,2.00870735919e-12
11133,5172,4742,16.6711766339,0.0,0.0,0.0,3.81142584222e-12
11134,5173,5686,34.2025464322,0.0,0.0,0.0,7.81951221587e-12
11135,5173,4252,2.59593179506,0.0,0.0,0.0,5.93491494069e-13
11136,5174,5175,1.41306555868,0.0,0.0,0.0,3.23060255756e-13
11137,5174,5231,4.75040708495,0.0,0.0,0.0,1.08605557498e-12
11138,5175,5174,1.41306555868,0.0,0.0,0.0,3.23060255756e-13
11139,5175,5283,9.24610446295,0.0,0.0,0.0,2.11387847804e-12
11140,5176,5179,0.780640142068,0.0,0.0,0.0,1.1709602131e-13
11141,5176,5941,7.57542399546,0.0,0.0,0.0,1.73192135241e-12
11142,5177,3833,1.0375016901,0.0,0.0,0.0,1.55625253516e-13
11143,5177,5176,21.8581628518,0.0,0.0,0.0,3.27872442777e-12
11144,5177,5990,28.0810822211,0.0,0.0,0.0,6.42000050779e-12
11145,5178,4094,35.1971032711,0.0,0.0,0.0,1.28895641862e-11
11146,5178,5178,16.2033472422,0.0,0.0,0.0,5.93384298422e-12
11147,5178,5178,16.2033472422,0.0,0.0,0.0,5.93384298422e-12
11148,5179,5193,1.54569075028,0.0,0.0,0.0,3.53381515839e-13
11149,5179,5557,93.9895349342,0.0,0.0,0.0,1.40984302401e-11
11150,5180,3214,41.5700288126,0.0,0.0,0.0,3.89719020118e-13
11151,5180,4747,6.39545566218,0.0,0.0,0.0,5.9957396833e-14
11152,5181,3618,98.4281404169,0.0,0.0,0.0,2.25030042105e-11
11153,5181,4155,4.90514181393,0.0,0.0,0.0,1.12143159898e-12
11154,5182,4361,2.9393317824,0.0,0.0,0.0,4.40899767359e-13
11155,5182,4359,8.77779191432,0.0,0.0,0.0,1.31666878715e-12
11156,5183,3332,61.491964405,0.0,0.0,0.0,1.40585195256e-11
11157,5184,5183,4.79724120332,0.0,0.0,0.0,1.09676296372e-12
11158,5185,5186,4.7799120464,0.0,0.0,0.0,1.092801108e-12
11159,5185,5187,5.88510798762,0.0,0.0,0.0,1.34547507719e-12
11160,5188,5183,5.57330862164,0.0,0.0,0.0,1.27419035703e-12
11161,5189,5537,1.03863657983,0.0,0.0,0.0,3.80360075621e-13
11162,5189,5725,10.0598316638,0.0,0.0,0.0,3.68402038471e-12
11163,5189,4866,11.6241371646,0.0,0.0,0.0,2.65755307834e-12
11164,5190,3457,1.62209083904,0.0,0.0,0.0,3.70848385698e-13
11165,5190,5536,26.100883647,0.0,0.0,0.0,5.96728021193e-12
11166,5191,4297,1.08105278938,0.0,0.0,0.0,2.47154272834e-13
11167,5191,5100,89.3009819194,0.0,0.0,0.0,2.04163195975e-11
11168,5191,4310,18.1178112309,0.0,0.0,0.0,4.14216077524e-12
11169,5192,5177,1.07353176502,0.0,0.0,0.0,1.61029764754e-13
11170,5192,5101,22.8823115774,0.0,0.0,0.0,3.4323467366e-12
11171,5193,5176,1.42893743868,0.0,0.0,0.0,3.26688943456e-13
11172,5193,3833,21.7918801553,0.0,0.0,0.0,3.26878202329e-12
11173,5194,5196,1.13513435267,0.0,0.0,0.0,2.59518599147e-13
11174,5194,5202,151.237359419,0.0,0.0,0.0,3.45764424827e-11
11175,5195,6273,22.5488370195,0.0,0.0,0.0,5.15519822119e-12
11176,5195,5196,74.5868840916,0.0,0.0,0.0,1.70523283246e-11
11177,5196,5335,1.48475820097,0.0,0.0,0.0,3.39450891854e-13
11178,5196,5345,21.5403119331,0.0,0.0,0.0,4.9246254991e-12
11179,5197,5204,0.665665534509,0.0,0.0,0.0,1.52186907753e-13
11180,5197,5198,9.44722744583,0.0,0.0,0.0,2.15985995561e-12
11181,5198,5203,1.41516086365,0.0,0.0,0.0,3.235392921e-13
11182,5198,5199,32.6183191235,0.0,0.0,0.0,7.45732033003e-12
11183,5199,5200,0.785041668375,0.0,0.0,0.0,1.79479119427e-13
11184,5200,5201,1.28406237261,0.0,0.0,0.0,2.93567071927e-13
11185,5200,5205,14.8333803002,0.0,0.0,0.0,3.39126207139e-12
11186,5201,5202,0.775937924238,0.0,0.0,0.0,1.77397787892e-13
11187,5201,5195,78.026111373,0.0,0.0,0.0,1.78386171406e-11
11188,5202,5199,1.42342253164,0.0,0.0,0.0,3.25428105085e-13
11189,5202,5203,33.4728547653,0.0,0.0,0.0,7.65268741776e-12
11190,5203,5198,1.41516086365,0.0,0.0,0.0,3.235392921e-13
11191,5203,5204,9.7875737884,0.0,0.0,0.0,2.23767119076e-12
11192,5204,5693,0.866282791446,0.0,0.0,0.0,1.98052764391e-13
11193,5204,5339,51.1089533955,0.0,0.0,0.0,1.16847172829e-11
11194,5205,3429,2.13569452058,0.0,0.0,0.0,4.88270352212e-13
11195,5205,6071,9.93513002846,0.0,0.0,0.0,2.27140604217e-12
11196,5206,6258,1.07271793242,0.0,0.0,0.0,1.60907689864e-13
11197,5206,4081,110.903320653,0.0,0.0,0.0,2.53551258923e-11
11198,5206,4916,4.74698362511,0.0,0.0,0.0,7.12047543766e-13
11199,5207,4260,1.43982871516,0.0,0.0,0.0,2.15974307275e-13
11200,5207,5541,20.6461577771,0.0,0.0,0.0,3.09692366656e-12
11201,5208,3551,0.993287395738,0.0,0.0,0.0,2.27089025089e-13
11202,5208,4933,17.9718861988,0.0,0.0,0.0,1.68486433114e-13
11203,5208,3912,5.70290905538,0.0,0.0,0.0,1.30382008582e-12
11204,5209,4937,0.752232192829,0.0,0.0,0.0,1.71978096211e-13
11205,5209,6073,4.71447147683,0.0,0.0,0.0,5.42637580684e-14
11206,5210,5209,1.63338262886,0.0,0.0,0.0,5.9816258381e-13
11207,5210,6072,18.520107675,0.0,0.0,0.0,4.23413527093e-12
11208,5212,4668,182.1771655,0.0,0.0,0.0,6.67152705687e-11
11209,5212,5981,1.29265246738,0.0,0.0,0.0,1.4878482371e-14
11210,5213,5518,1.09635702149,0.0,0.0,0.0,4.01497932674e-13
11211,5213,5216,52.7343099739,0.0,0.0,0.0,4.94384156006e-13
11212,5214,4246,31.4091719921,0.0,0.0,0.0,7.18088065664e-12
11213,5214,5215,13.0615193377,0.0,0.0,0.0,2.98617268809e-12
11214,5215,5216,1.00544273529,0.0,0.0,0.0,9.9124315133e-15
11215,5215,6478,5.57250200711,0.0,0.0,0.0,5.49380313414e-14
11216,5215,5518,52.4080376297,0.0,0.0,0.0,4.91325352778e-13
11217,5216,5215,1.00544273529,0.0,0.0,0.0,9.9124315133e-15
11218,5216,5214,13.5701757493,0.0,0.0,0.0,3.10246359152e-12
11219,5217,4397,37.8008327063,0.0,0.0,0.0,2.42048225272e-13
11220,5217,3496,22.7116354228,0.0,0.0,0.0,2.12921582089e-13
11221,5218,4465,35.9036282193,0.0,0.0,0.0,2.2989994847e-13
11222,5218,3309,20.6543971684,0.0,0.0,0.0,1.93634973454e-13
11223,5219,4731,1.79620951455,0.0,0.0,0.0,1.68394641989e-14
11224,5220,3638,11.4446112469,0.0,0.0,0.0,1.31727940012e-13
11225,5220,4726,29.8246002632,0.0,0.0,0.0,2.79605627467e-13
11226,5221,3376,21.4249861497,0.0,0.0,0.0,3.21374792245e-12
11227,5222,5221,6.80013326893,0.0,0.0,0.0,1.55467152925e-12
11228,5222,5416,4.78438268343,0.0,0.0,0.0,1.09382320152e-12
11229,5223,5142,13.5203992981,0.0,0.0,0.0,2.02805989472e-12
11230,5224,6424,13.186467094,0.0,0.0,0.0,3.01473870463e-12
11231,5225,4146,39.7731786721,0.0,0.0,0.0,1.45653730489e-11
11232,5225,5296,2.5896899931,0.0,0.0,0.0,5.92064470302e-13
11233,5226,5225,12.4999829366,0.0,0.0,0.0,2.85779216657e-12
11234,5226,6304,25.4651392129,0.0,0.0,0.0,5.82193397643e-12
11235,5226,3612,0.630808150519,0.0,0.0,0.0,1.44217684161e-13
11236,5227,5229,3.00018637009,0.0,0.0,0.0,6.85913664857e-13
11237,5228,5227,3.64967674356,0.0,0.0,0.0,8.34402547682e-13
11238,5228,3769,2.73255955438,0.0,0.0,0.0,6.24727835935e-13
11239,5228,3768,14.8815690628,0.0,0.0,0.0,3.40227916387e-12
11240,5229,3952,1.35102393207,0.0,0.0,0.0,3.08876070432e-13
11241,5229,6466,11.0611837283,0.0,0.0,0.0,2.52884858901e-12
11242,5229,3977,140.118327582,0.0,0.0,0.0,3.20343684457e-11
11243,5230,5231,1.38567172334,0.0,0.0,0.0,3.16797376163e-13
11244,5230,5175,4.66965181317,0.0,0.0,0.0,1.06759300713e-12
11245,5231,4884,3.55119054576,0.0,0.0,0.0,8.11886270177e-13
11246,5231,5230,1.38567172334,0.0,0.0,0.0,3.16797376163e-13
11247,5232,4177,1.20844478938,0.0,0.0,0.0,2.76279101366e-13
11248,5232,6340,11.9930774455,0.0,0.0,0.0,2.74190156505e-12
11249,5232,3450,9.95648883406,0.0,0.0,0.0,1.14599590635e-13
11250,5233,5497,0.741515960565,0.0,0.0,0.0,1.69528111697e-13
11251,5233,5877,7.00968590373,0.0,0.0,0.0,1.6025802249e-12
11252,5234,5393,85.2511625039,0.0,0.0,0.0,1.94904349575e-11
11253,5235,5236,410.975415112,0.0,0.0,0.0,1.50503692058e-10
11254,5236,3997,82.1017661087,0.0,0.0,0.0,1.87704083467e-11
11255,5236,3828,281.064157203,0.0,0.0,0.0,6.42579234575e-11
11256,5236,5235,410.975415112,0.0,0.0,0.0,1.50503692058e-10
11257,5237,3342,2.09398663122,0.0,0.0,0.0,2.06441384907e-14
11258,5237,3398,1.31247250866,0.0,0.0,0.0,1.29393682988e-14
11259,5238,4693,2.8322048484,0.0,0.0,0.0,4.24830727259e-13
11260,5238,6296,2.93950665267,0.0,0.0,0.0,4.40925997901e-13
11261,5239,3679,1.25780355734,0.0,0.0,0.0,2.87563684805e-13
11262,5239,3898,91.317033062,0.0,0.0,0.0,2.08772366397e-11
11263,5239,5240,4.72912225689,0.0,0.0,0.0,7.09368338534e-13
11264,5240,3608,1.25887875647,0.0,0.0,0.0,2.87809500793e-13
11265,5240,5241,18.0261079301,0.0,0.0,0.0,2.70391618951e-12
11266,5241,5242,3.76802609762,0.0,0.0,0.0,5.65203914643e-13
11267,5241,5247,3.40014918561,0.0,0.0,0.0,5.10022377842e-13
11268,5242,4692,9.66453128312,0.0,0.0,0.0,1.44967969247e-12
11269,5243,3678,0.928623326918,0.0,0.0,0.0,1.39293499038e-13
11270,5243,5239,9.15153213175,0.0,0.0,0.0,1.37272981976e-12
11271,5244,3608,3.87532209688,0.0,0.0,0.0,5.81298314532e-13
11272,5244,3609,7.44941713093,0.0,0.0,0.0,1.70311319866e-12
11273,5245,3292,3.1590687605,0.0,0.0,0.0,4.73860314075e-13
11274,5245,5706,21.6690268351,0.0,0.0,0.0,7.93543463199e-12
11275,5246,3680,10.6541605038,0.0,0.0,0.0,1.59812407556e-12
11276,5247,3365,3.19573966167,0.0,0.0,0.0,4.7936094925e-13
11277,5247,5242,3.35485581745,0.0,0.0,0.0,5.03228372617e-13
11278,5248,5978,1.30224908152,0.0,0.0,0.0,1.28385778531e-14
11279,5248,3365,1.69902242533,0.0,0.0,0.0,1.95558170824e-14
11280,5249,4708,10.7593841308,0.0,0.0,0.0,1.23840948091e-13
11281,5249,4704,16.3298448774,0.0,0.0,0.0,1.53092295725e-13
11282,5250,5237,12.5163187819,0.0,0.0,0.0,1.23395543445e-13
11283,5250,4478,15.2692819796,0.0,0.0,0.0,1.43149518559e-13
11284,5251,3677,1.15426602684,0.0,0.0,0.0,2.63892553004e-13
11285,5251,6314,12.3337527545,0.0,0.0,0.0,2.81978800971e-12
11286,5251,5243,28.8690461348,0.0,0.0,0.0,4.33035692022e-12
11287,5252,3673,1.27104513298,0.0,0.0,0.0,4.65470629753e-13
11288,5252,5515,13.5892189993,0.0,0.0,0.0,4.97652062961e-12
11289,5252,5253,15.3266040376,0.0,0.0,0.0,2.29899060564e-12
11290,5253,3674,0.862066059405,0.0,0.0,0.0,1.97088719571e-13
11291,5253,5256,14.9922954519,0.0,0.0,0.0,2.24884431778e-12
11292,5253,3815,71.382556641,0.0,0.0,0.0,1.63197431735e-11
11293,5254,3675,1.43788422023,0.0,0.0,0.0,3.28734389628e-13
11294,5254,6496,13.8623272361,0.0,0.0,0.0,3.16925634113e-12
11295,5254,5255,8.97627529281,0.0,0.0,0.0,1.34644129392e-12
11296,5255,3676,1.4369598562,0.0,0.0,0.0,3.28523058117e-13
11297,5255,6307,18.3986375684,0.0,0.0,0.0,4.20636432748e-12
11298,5255,5251,35.5089067349,0.0,0.0,0.0,5.32633601024e-12
11299,5256,5714,38.1740060685,0.0,0.0,0.0,8.72748195438e-12
11300,5256,5254,16.3217299712,0.0,0.0,0.0,2.44825949569e-12
11301,5257,5264,14.5714269725,0.0,0.0,0.0,2.18571404588e-12
11302,5258,3668,1.61392406351,0.0,0.0,0.0,3.68981267379e-13
11303,5258,5259,48.5705032506,0.0,0.0,0.0,7.28557548759e-12
11304,5259,3669,1.69353630864,0.0,0.0,0.0,6.20191519276e-13
11305,5259,5260,35.2900483585,0.0,0.0,0.0,5.29350725377e-12
11306,5259,3895,6.28731940855,0.0,0.0,0.0,2.30248513497e-12
11307,5260,3670,1.06333428526,0.0,0.0,0.0,2.43103403124e-13
11308,5260,5261,12.2841189276,0.0,0.0,0.0,1.84261783914e-12
11309,5261,5483,0.803420850424,0.0,0.0,0.0,1.20513127564e-13
11310,5261,3793,20.1308259718,0.0,0.0,0.0,4.6023836241e-12
11311,5262,3671,1.45640465513,0.0,0.0,0.0,5.33351314136e-13
11312,5262,4225,119.799540557,0.0,0.0,0.0,4.38719020594e-11
11313,5262,5263,24.1078299117,0.0,0.0,0.0,3.61617448675e-12
11314,5263,3672,1.30316713545,0.0,0.0,0.0,2.97934873217e-13
11315,5263,4173,89.7174670431,0.0,0.0,0.0,2.05115379614e-11
11316,5263,5252,87.2440942045,0.0,0.0,0.0,1.30866141307e-11
11317,5264,5262,12.5155538529,0.0,0.0,0.0,1.87733307794e-12
11318,5265,5313,16.7081528462,0.0,0.0,0.0,2.50622292693e-12
11319,5265,5946,37.6635528493,0.0,0.0,0.0,5.64953292739e-12
11320,5266,5356,0.730985128142,0.0,0.0,0.0,1.09647769221e-13
11321,5266,3624,25.5589969296,0.0,0.0,0.0,5.84339207353e-12
11322,5267,6047,21.0664509699,0.0,0.0,0.0,3.15996764549e-12
11323,5268,5458,26.3123228192,0.0,0.0,0.0,2.4667802643e-13
11324,5268,4119,14.922477231,0.0,0.0,0.0,1.71758318663e-13
11325,5269,5270,7.66817800032,0.0,0.0,0.0,1.15022670005e-12
11326,5269,3421,13.3744666998,0.0,0.0,0.0,1.19307466246e-13
11327,5270,6046,1.83192467264,0.0,0.0,0.0,2.74788700897e-13
11328,5271,4703,2.53781103391,0.0,0.0,0.0,2.501970245e-14
11329,5271,4705,20.3038110992,0.0,0.0,0.0,1.90348229055e-13
11330,5272,4911,2.13518216264,0.0,0.0,0.0,3.20277324396e-13
11331,5272,5813,5.0390680329,0.0,0.0,0.0,1.15205030473e-12
11332,5273,5272,2.3351040368,0.0,0.0,0.0,5.33860090717e-13
11333,5273,4918,2.39156582242,0.0,0.0,0.0,3.58734873363e-13
11334,5274,5012,18.1733973341,0.0,0.0,0.0,2.72600960012e-12
11335,5275,3696,1.29134709649,0.0,0.0,0.0,2.95232532348e-13
11336,5275,5276,7.19797582887,0.0,0.0,0.0,1.07969637433e-12
11337,5275,3697,70.398871524,0.0,0.0,0.0,1.60948494568e-11
11338,5276,4000,1.30723060197,0.0,0.0,0.0,2.98863877908e-13
11339,5276,5277,29.071437843,0.0,0.0,0.0,4.36071567646e-12
11340,5277,4072,1.22652164508,0.0,0.0,0.0,2.80411898738e-13
11341,5277,5269,75.7478808734,0.0,0.0,0.0,1.1362182131e-11
11342,5278,5685,140.24612559,0.0,0.0,0.0,8.9803116413e-13
11343,5279,3650,1.80188327359,0.0,0.0,0.0,4.11953194693e-13
11344,5279,4772,40.8838384294,0.0,0.0,0.0,6.13257576441e-12
11345,5280,6120,1.72814523362,0.0,0.0,0.0,3.95094932241e-13
11346,5280,4773,81.0935815028,0.0,0.0,0.0,1.21640372254e-11
11347,5281,5284,4.5513628553,0.0,0.0,0.0,1.04054934963e-12
11348,5281,5282,1.02175616709,0.0,0.0,0.0,2.33597660515e-13
11349,5282,5281,1.02175616709,0.0,0.0,0.0,2.33597660515e-13
11350,5282,4031,50.397795762,0.0,0.0,0.0,1.15221298038e-11
11351,5283,5284,1.0659963575,0.0,0.0,0.0,2.43712015889e-13
11352,5283,5282,4.61904851338,0.0,0.0,0.0,1.05602389423e-12
11353,5284,5283,1.0659963575,0.0,0.0,0.0,2.43712015889e-13
11354,5284,5174,9.23299975003,0.0,0.0,0.0,2.11088243028e-12
11355,5285,5951,38.2361341441,0.0,0.0,0.0,1.40024905313e-11
11356,5285,3257,4.24176608733,0.0,0.0,0.0,1.5533811355e-12
11357,5286,4446,0.446355437574,0.0,0.0,0.0,3.98173157087e-15
11358,5286,3849,33.6738937454,0.0,0.0,0.0,7.69864969031e-12
11359,5287,3991,1.26111581044,0.0,0.0,0.0,2.88320944316e-13
11360,5287,5290,79.834013601,0.0,0.0,0.0,1.82519464108e-11
11361,5288,5289,1.40819001038,0.0,0.0,0.0,3.21945589937e-13
11362,5288,4097,20.6221522419,0.0,0.0,0.0,4.71471244672e-12
11363,5289,5287,1.2035384725,0.0,0.0,0.0,2.75157401121e-13
11364,5289,4343,96.6364192647,0.0,0.0,0.0,2.20933743175e-11
11365,5290,5291,29.6870724214,0.0,0.0,0.0,6.78716790612e-12
11366,5290,3836,0.524551514317,0.0,0.0,0.0,1.19924900392e-13
11367,5290,3835,45.4327705918,0.0,0.0,0.0,1.03870074513e-11
11368,5291,3625,1.32485833435,0.0,0.0,0.0,3.0289399505e-13
11369,5291,5292,37.7289311187,0.0,0.0,0.0,8.62572727908e-12
11370,5291,3624,87.0030348508,0.0,0.0,0.0,1.98909544698e-11
11371,5292,3850,1.00492654398,0.0,0.0,0.0,2.29750010055e-13
11372,5292,6528,97.8438434534,0.0,0.0,0.0,2.23694200854e-11
11373,5292,6044,103.098806255,0.0,0.0,0.0,2.35708290478e-11
11374,5293,5513,3.83440541347,0.0,0.0,0.0,3.42049671744e-14
11375,5293,5286,6.63423828863,0.0,0.0,0.0,1.51674400746e-12
11376,5294,4129,0.940180116016,0.0,0.0,0.0,2.14947443076e-13
11377,5294,6300,27.7527269327,0.0,0.0,0.0,6.34493071164e-12
11378,5295,4098,0.896108900034,0.0,0.0,0.0,2.04871719258e-13
11379,5295,5398,5.21687700302,0.0,0.0,0.0,1.19270164678e-12
11380,5295,4099,17.5564743104,0.0,0.0,0.0,4.01382585971e-12
11381,5296,5708,7.16907390538,0.0,0.0,0.0,1.63902009725e-12
11382,5296,3612,15.1404761127,0.0,0.0,0.0,3.46147144779e-12
11383,5297,5300,3.15410347337,0.0,0.0,0.0,1.15506718995e-12
11384,5297,5298,4.61259069153,0.0,0.0,0.0,1.68918116145e-12
11385,5298,5300,3.46940723034,0.0,0.0,0.0,1.27053487439e-12
11386,5298,3935,188.100172041,0.0,0.0,0.0,6.88843403472e-11
11387,5298,5299,5.57986501743,0.0,0.0,0.0,2.04340759916e-12
11388,5299,3935,32.0050299972,0.0,0.0,0.0,1.172059204e-11
11389,5300,5298,3.46940723034,0.0,0.0,0.0,1.27053487439e-12
11390,5300,4066,0.870696669099,0.0,0.0,0.0,3.18858643469e-13
11391,5300,5299,3.47996911008,0.0,0.0,0.0,1.27440275028e-12
11392,5301,4116,1.63701354773,0.0,0.0,0.0,3.74260070354e-13
11393,5301,4688,101.586901219,0.0,0.0,0.0,2.32251717465e-11
11394,5302,5301,1.20536571566,0.0,0.0,0.0,2.75575152185e-13
11395,5302,5297,17.9483965776,0.0,0.0,0.0,6.57289913731e-12
11396,5303,4620,5.74997677591,0.0,0.0,0.0,1.31458088155e-12
11397,5303,4618,5.71624694639,0.0,0.0,0.0,1.30686944362e-12
11398,5304,5760,3.91481294952,0.0,0.0,0.0,8.95018964225e-13
11399,5304,5305,7.01462972362,0.0,0.0,0.0,1.60371049923e-12
11400,5305,5306,2.65972907745,0.0,0.0,0.0,6.0807706389e-13
11401,5306,5307,2.09636015141,0.0,0.0,0.0,4.79277583771e-13
11402,5306,5309,4.35434139936,0.0,0.0,0.0,6.53151209904e-13
11403,5307,5309,2.7505349474,0.0,0.0,0.0,4.1258024211e-13
11404,5307,5308,2.18416036473,0.0,0.0,0.0,4.9935079212e-13
11405,5308,4616,1.02552747331,0.0,0.0,0.0,1.53829120997e-13
11406,5308,3835,17.4290756943,0.0,0.0,0.0,3.98469951858e-12
11407,5309,5945,17.1666058688,0.0,0.0,0.0,2.57499088033e-12
11408,5310,4618,27.4444181807,0.0,0.0,0.0,6.27444402851e-12
11409,5310,5326,3.02182654786,0.0,0.0,0.0,6.90861122054e-13
11410,5311,5312,4.15904883541,0.0,0.0,0.0,9.50857072567e-13
11411,5311,5760,8.82754799497,0.0,0.0,0.0,2.01818655578e-12
11412,5311,4619,5.66882267786,0.0,0.0,0.0,1.29602713257e-12
11413,5312,5311,4.15904883541,0.0,0.0,0.0,9.50857072567e-13
11414,5312,4041,5.38905321572,0.0,0.0,0.0,1.23206520707e-12
11415,5313,4617,3.26063144778,0.0,0.0,0.0,4.89094717167e-13
11416,5313,4190,4.52231221278,0.0,0.0,0.0,6.78346831917e-13
11417,5314,4615,1.25334961562,0.0,0.0,0.0,2.86545408236e-13
11418,5314,5323,10.3718639732,0.0,0.0,0.0,2.37125376617e-12
11419,5315,5314,1.31942794912,0.0,0.0,0.0,3.01652480366e-13
11420,5315,4591,12.3376268037,0.0,0.0,0.0,1.15665251285e-13
11421,5316,3465,0.842195415983,0.0,0.0,0.0,1.92545819841e-13
11422,5316,6285,2.79607503802,0.0,0.0,0.0,6.39248979885e-13
11423,5317,5316,1.81720953166,0.0,0.0,0.0,4.15457140297e-13
11424,5317,5327,25.2638351843,0.0,0.0,0.0,5.77591110752e-12
11425,5318,5315,1.26161279205,0.0,0.0,0.0,2.88434566083e-13
11426,5318,3465,15.962766508,0.0,0.0,0.0,3.64946650845e-12
