LINK,A,B,a0,a1,a2,a3,a4
0,1,318,18.7182862041,0.0,0.0,0.0,1.66977222315e-13
1,1,320,21.8047884285,0.0,0.0,0.0,2.04419891517e-13
2,2,220,38.2668855077,0.0,0.0,0.0,3.58752051634e-13
3,3,250,10.309890796,0.0,0.0,0.0,2.35708522999e-12
4,3,369,3.1918578734,0.0,0.0,0.0,1.16889326419e-12
5,3,237,22.5087819722,0.0,0.0,0.0,2.21908967977e-13
6,4,376,1.67189428129,0.0,0.0,0.0,3.82234632211e-13
7,4,375,21.3909738098,0.0,0.0,0.0,4.89048326699e-12
8,4,366,17.6533302703,0.0,0.0,0.0,4.03596942622e-12
9,5,6,12.8333251437,0.0,0.0,0.0,1.92499877156e-12
10,5,244,17.9933200732,0.0,0.0,0.0,1.77392054925e-13
11,6,229,10.6885772394,0.0,0.0,0.0,1.05376254799e-13
12,6,152,42.9337196068,0.0,0.0,0.0,6.44005794101e-12
13,6,5,12.8333251437,0.0,0.0,0.0,1.92499877156e-12
14,7,410,92.3482542257,0.0,0.0,0.0,8.65764883366e-13
15,8,229,5.31641210956,0.0,0.0,0.0,5.24132992193e-14
16,8,269,4.84247148358,0.0,0.0,0.0,4.53981701585e-14
17,9,219,17.6524450366,0.0,0.0,0.0,1.65491672218e-13
18,10,24,22.5649203677,0.0,0.0,0.0,2.01291276546e-13
19,10,342,20.2373395063,0.0,0.0,0.0,1.89725057872e-13
20,11,81,16.476472099,0.0,0.0,0.0,1.46979029739e-13
21,12,36,4.41363839727,0.0,0.0,0.0,1.00906227647e-12
22,12,94,72.882606924,0.0,0.0,0.0,1.66626901975e-11
23,12,11,3.14276682114,0.0,0.0,0.0,2.80351773906e-14
24,13,14,9.25371744684,0.0,0.0,0.0,1.38805761703e-12
25,13,52,3.59334550555,0.0,0.0,0.0,3.20545826041e-14
26,13,141,329.360410206,0.0,0.0,0.0,7.52995908107e-11
27,14,13,9.25371744684,0.0,0.0,0.0,1.38805761703e-12
28,14,52,6.23729634296,0.0,0.0,0.0,5.56400520193e-14
29,14,337,14.9883067568,0.0,0.0,0.0,2.24824601353e-12
30,15,341,7.24087936579,0.0,0.0,0.0,1.65543652624e-12
31,15,343,2.53073420038,0.0,0.0,0.0,2.25755158667e-14
32,15,350,27.6379038279,0.0,0.0,0.0,6.31867943025e-12
33,16,367,45.9984210698,0.0,0.0,0.0,1.68451249035e-11
34,17,94,4.09175152471,0.0,0.0,0.0,6.13762728707e-13
35,17,93,60.1345698311,0.0,0.0,0.0,9.02018547466e-12
36,18,94,3.1246742972,0.0,0.0,0.0,7.14374553545e-13
37,18,17,7.91744799967,0.0,0.0,0.0,1.81011614076e-12
38,18,184,105.37700358,0.0,0.0,0.0,2.40916789163e-11
39,19,323,1.43921605762,0.0,0.0,0.0,2.15882408643e-13
40,19,326,24.358531876,0.0,0.0,0.0,5.56893732877e-12
41,20,38,39.6799906479,0.0,0.0,0.0,3.71999912324e-13
42,21,285,16.0869079922,0.0,0.0,0.0,1.4350390751e-13
43,22,412,0.503030928745,0.0,0.0,0.0,4.48730756143e-15
44,22,413,7.5518867872,0.0,0.0,0.0,1.13278301808e-12
45,23,303,3.79394302165,0.0,0.0,0.0,3.38440207865e-14
46,23,304,5.76996246949,0.0,0.0,0.0,1.31915008448e-12
47,23,122,110.188632447,0.0,0.0,0.0,2.51917312407e-11
48,24,350,11.140384262,0.0,0.0,0.0,2.5469557069e-12
49,24,26,10.6822307218,0.0,0.0,0.0,2.44221095606e-12
50,24,25,2.62324973673,0.0,0.0,0.0,2.34008044167e-14
51,25,213,16.5039503028,0.0,0.0,0.0,1.47224150158e-13
52,26,24,10.6822307218,0.0,0.0,0.0,2.44221095606e-12
53,26,25,5.4687214617,0.0,0.0,0.0,4.87839489864e-14
54,26,153,21.3659401534,0.0,0.0,0.0,4.88475998021e-12
55,27,80,50.9753551683,0.0,0.0,0.0,4.77893954703e-13
56,28,27,15.5091487313,0.0,0.0,0.0,1.38349982867e-13
57,29,149,5.91974932822,0.0,0.0,0.0,1.35339490814e-12
58,29,46,50.1959969205,0.0,0.0,0.0,1.1475993809e-11
59,29,28,1.86769627613,0.0,0.0,0.0,1.66608594888e-14
60,30,149,3.30368563799,0.0,0.0,0.0,2.94706601459e-14
61,30,29,1.94200129406,0.0,0.0,0.0,1.73237003794e-14
62,31,30,23.9757029027,0.0,0.0,0.0,2.13876218694e-13
63,31,27,33.0817759267,0.0,0.0,0.0,3.10141649312e-13
64,32,267,11.8949625868,0.0,0.0,0.0,7.61664327926e-14
65,33,185,164.004243032,0.0,0.0,0.0,3.74952544654e-11
66,33,238,33.5491022807,0.0,0.0,0.0,7.67011940573e-12
67,33,250,10.3926384551,0.0,0.0,0.0,2.37600330477e-12
68,34,20,26.6625986311,0.0,0.0,0.0,3.06887592534e-13
69,35,40,4.65686889329,0.0,0.0,0.0,6.98530333994e-13
70,35,34,5.84613269445,0.0,0.0,0.0,6.72892246198e-14
71,36,12,4.41363839727,0.0,0.0,0.0,1.00906227647e-12
72,36,304,33.9413470967,0.0,0.0,0.0,7.75979586115e-12
73,36,11,1.92962459641,0.0,0.0,0.0,1.72132935519e-14
74,37,12,3.09831874345,0.0,0.0,0.0,2.76386765321e-14
75,37,36,1.79913678034,0.0,0.0,0.0,1.60492717587e-14
76,38,22,23.9195397836,0.0,0.0,0.0,2.75314873853e-13
77,38,319,22.4286231082,0.0,0.0,0.0,2.10268341639e-13
78,39,324,23.8506680308,0.0,0.0,0.0,2.12760840108e-13
79,39,20,45.0875831408,0.0,0.0,0.0,4.22696091945e-13
80,40,51,9.12543958745,0.0,0.0,0.0,1.36881593812e-12
81,40,34,3.42540961418,0.0,0.0,0.0,3.05565037543e-14
82,41,274,9.07193474505,0.0,0.0,0.0,1.36079021176e-12
83,41,372,3.16548202149,0.0,0.0,0.0,4.74822303224e-13
84,42,348,42.0420252563,0.0,0.0,0.0,9.61180275636e-12
85,42,364,0.724192604189,0.0,0.0,0.0,6.46018915143e-15
86,43,146,237.112253215,0.0,0.0,0.0,5.42094771868e-11
87,43,123,225.248568058,0.0,0.0,0.0,5.14971577637e-11
88,43,118,56.1297153603,0.0,0.0,0.0,1.28325823869e-11
89,44,130,4.36311975092,0.0,0.0,0.0,9.97512517356e-13
90,44,60,85.7856396652,0.0,0.0,0.0,1.96126290958e-11
91,45,347,19.1198765643,0.0,0.0,0.0,1.7055962522e-13
92,46,48,5.5507972693,0.0,0.0,0.0,1.26904372869e-12
93,46,45,2.44143824757,0.0,0.0,0.0,2.17789477407e-14
94,46,29,50.1959969205,0.0,0.0,0.0,1.1475993809e-11
95,47,48,3.95221953839,0.0,0.0,0.0,3.52559327978e-14
96,47,46,2.6950291282,0.0,0.0,0.0,2.40411153553e-14
97,48,45,3.65573775558,0.0,0.0,0.0,3.26111551712e-14
98,48,46,5.5507972693,0.0,0.0,0.0,1.26904372869e-12
99,48,158,117.755463604,0.0,0.0,0.0,2.69216880667e-11
100,49,254,1.45497177645,0.0,0.0,0.0,5.32826578288e-13
101,49,186,63.2740841839,0.0,0.0,0.0,5.93194539224e-13
102,50,23,3.39177541618,0.0,0.0,0.0,3.02564685429e-14
103,50,304,2.19756727936,0.0,0.0,0.0,1.96034869944e-14
104,51,9,14.2220061839,0.0,0.0,0.0,1.26867976183e-13
105,51,19,6.6214147028,0.0,0.0,0.0,1.51381223201e-12
106,52,349,9.49453381602,0.0,0.0,0.0,8.46963694482e-14
107,53,170,46.4585383784,0.0,0.0,0.0,1.0621522263e-11
108,54,337,4.65201058962,0.0,0.0,0.0,4.14984469181e-14
109,54,335,5.17924402408,0.0,0.0,0.0,4.62016539017e-14
110,55,56,15.0238768912,0.0,0.0,0.0,1.34021095967e-13
111,56,246,28.1407058622,0.0,0.0,0.0,2.63819117458e-13
112,57,112,102.434802776,0.0,0.0,0.0,2.34190221254e-11
113,57,58,38.4905787448,0.0,0.0,0.0,8.79985796635e-12
114,57,353,47.7746867676,0.0,0.0,0.0,1.09224249583e-11
115,58,111,88.8601560268,0.0,0.0,0.0,2.03155363573e-11
116,58,59,136.697902348,0.0,0.0,0.0,3.12523782231e-11
117,58,57,38.4905787448,0.0,0.0,0.0,8.79985796635e-12
118,59,58,136.697902348,0.0,0.0,0.0,3.12523782231e-11
119,59,258,72.6499248205,0.0,0.0,0.0,1.66094935575e-11
120,59,314,119.5611681,0.0,0.0,0.0,2.73345148834e-11
121,59,60,7.70350250915,0.0,0.0,0.0,1.76120313424e-12
122,60,312,192.034545124,0.0,0.0,0.0,4.3903645433e-11
123,60,44,85.7856396652,0.0,0.0,0.0,1.96126290958e-11
124,60,59,7.70350250915,0.0,0.0,0.0,1.76120313424e-12
125,61,381,1.07719304839,0.0,0.0,0.0,2.46271844625e-13
126,61,161,238.711531389,0.0,0.0,0.0,5.4575110057e-11
127,61,115,87.0249362972,0.0,0.0,0.0,1.30537404446e-11
128,62,295,86.6592679253,0.0,0.0,0.0,1.98123612083e-11
129,62,306,67.630828845,0.0,0.0,0.0,1.54620093381e-11
130,62,381,30.179960007,0.0,0.0,0.0,6.89985368243e-12
131,63,290,16.9324601655,0.0,0.0,0.0,3.87116144615e-12
132,64,290,573.863162319,0.0,0.0,0.0,1.31198711092e-10
133,64,87,111.465611766,0.0,0.0,0.0,2.54836789589e-11
134,64,283,19.0560352517,0.0,0.0,0.0,4.35666100863e-12
135,65,106,65.8383784351,0.0,0.0,0.0,1.50522127195e-11
136,65,177,47.4028744803,0.0,0.0,0.0,1.08374198629e-11
137,65,111,38.5369834836,0.0,0.0,0.0,8.81046718875e-12
138,65,67,63.5701282111,0.0,0.0,0.0,1.45336369939e-11
139,66,336,0.95699850047,0.0,0.0,0.0,2.18792524113e-13
140,66,67,24.9769524591,0.0,0.0,0.0,5.71032292161e-12
141,66,113,25.7110389493,0.0,0.0,0.0,3.85665584239e-12
142,67,65,63.5701282111,0.0,0.0,0.0,1.45336369939e-11
143,67,66,24.9769524591,0.0,0.0,0.0,5.71032292161e-12
144,67,178,46.6808886839,0.0,0.0,0.0,1.06723568093e-11
145,67,112,38.8047484636,0.0,0.0,0.0,8.8716846053e-12
146,68,73,50.4599091784,0.0,0.0,0.0,1.1536330402e-11
147,68,248,37.4250977482,0.0,0.0,0.0,8.55626377418e-12
148,68,138,57.8229119312,0.0,0.0,0.0,1.32196872271e-11
149,69,70,31.115633492,0.0,0.0,0.0,7.11377080292e-12
150,69,228,67.6132673411,0.0,0.0,0.0,1.54579943624e-11
151,69,386,88.1586014327,0.0,0.0,0.0,2.01551443605e-11
152,70,69,31.115633492,0.0,0.0,0.0,7.11377080292e-12
153,70,151,98.4011607031,0.0,0.0,0.0,2.24968360089e-11
154,70,71,173.633110993,0.0,0.0,0.0,3.96966417451e-11
155,71,70,173.633110993,0.0,0.0,0.0,3.96966417451e-11
156,72,86,32.0681464787,0.0,0.0,0.0,7.33153783235e-12
157,72,85,65.8628746676,0.0,0.0,0.0,1.50578131385e-11
158,72,73,40.5909108783,0.0,0.0,0.0,9.2800436393e-12
159,72,230,33.6100125665,0.0,0.0,0.0,7.68404493975e-12
160,73,68,50.4599091784,0.0,0.0,0.0,1.1536330402e-11
161,73,72,40.5909108783,0.0,0.0,0.0,9.2800436393e-12
162,73,156,64.6203696074,0.0,0.0,0.0,1.47737470524e-11
163,73,139,46.5473980255,0.0,0.0,0.0,1.0641837683e-11
164,74,75,90.4951693326,0.0,0.0,0.0,2.0689339125e-11
165,74,125,42.5704757775,0.0,0.0,0.0,6.38557136663e-12
166,74,66,31.1552868623,0.0,0.0,0.0,4.67329302934e-12
167,74,178,25.4579249843,0.0,0.0,0.0,5.8202846329e-12
168,75,74,90.4951693326,0.0,0.0,0.0,2.0689339125e-11
169,76,393,132.307097737,0.0,0.0,0.0,3.0248536291e-11
170,76,157,17.4025131303,0.0,0.0,0.0,2.61037696955e-12
171,76,265,107.641254374,0.0,0.0,0.0,1.61461881561e-11
172,77,235,601.445350081,0.0,0.0,0.0,1.37504652511e-10
173,77,382,87.8673751011,0.0,0.0,0.0,2.00885631233e-11
174,77,282,87.8503742815,0.0,0.0,0.0,2.00846763332e-11
175,78,244,23.1937232693,0.0,0.0,0.0,2.1744115565e-13
176,78,5,15.385326267,0.0,0.0,0.0,1.51680436468e-13
177,79,368,82.7591798408,0.0,0.0,0.0,1.8920708697e-11
178,79,78,19.9219824158,0.0,0.0,0.0,1.86768585148e-13
179,80,279,29.6435656746,0.0,0.0,0.0,2.64436615719e-13
180,80,279,26.1001861105,0.0,0.0,0.0,2.44689244786e-13
181,81,31,87.4204181104,0.0,0.0,0.0,8.19566419785e-13
182,82,339,21.7858231231,0.0,0.0,0.0,1.94341308349e-13
183,82,309,29.3652773782,0.0,0.0,0.0,2.7529947542e-13
184,83,120,143.364825581,0.0,0.0,0.0,3.27765947831e-11
185,83,389,28.5115893117,0.0,0.0,0.0,6.51842462545e-12
186,84,85,49.7394901485,0.0,0.0,0.0,1.13716255483e-11
187,84,263,45.5701305309,0.0,0.0,0.0,6.83551957964e-12
188,84,92,33.0407011532,0.0,0.0,0.0,4.95610517298e-12
189,85,72,65.8628746676,0.0,0.0,0.0,1.50578131385e-11
190,85,84,49.7394901485,0.0,0.0,0.0,1.13716255483e-11
191,85,386,60.5432686308,0.0,0.0,0.0,1.38416252014e-11
192,85,139,41.2645140005,0.0,0.0,0.0,9.43404526761e-12
193,86,72,32.0681464787,0.0,0.0,0.0,7.33153783235e-12
194,87,64,111.465611766,0.0,0.0,0.0,2.54836789589e-11
195,87,1854,531.866407094,0.0,0.0,0.0,7.97799610641e-11
196,87,367,98.5691891922,0.0,0.0,0.0,1.47853783788e-11
197,88,89,16.2583332302,0.0,0.0,0.0,2.43874998453e-12
198,88,265,42.662510631,0.0,0.0,0.0,6.39937659465e-12
199,88,125,27.3248541138,0.0,0.0,0.0,4.09872811707e-12
200,89,88,16.2583332302,0.0,0.0,0.0,2.43874998453e-12
201,89,126,40.7828914795,0.0,0.0,0.0,9.32393495189e-12
202,89,138,69.8238084265,0.0,0.0,0.0,1.59633764121e-11
203,89,90,44.0193039081,0.0,0.0,0.0,6.60289558621e-12
204,90,127,57.2244480713,0.0,0.0,0.0,1.30828642138e-11
205,90,91,3.36141634778,0.0,0.0,0.0,5.04212452166e-13
206,90,89,44.0193039081,0.0,0.0,0.0,6.60289558621e-12
207,91,108,62.9701652948,0.0,0.0,0.0,1.43964712608e-11
208,91,92,33.0095990737,0.0,0.0,0.0,4.95143986106e-12
209,91,90,3.36141634778,0.0,0.0,0.0,5.04212452166e-13
210,92,139,24.0010766817,0.0,0.0,0.0,5.48721460487e-12
211,92,128,38.7185288292,0.0,0.0,0.0,8.85197275473e-12
212,92,84,33.0407011532,0.0,0.0,0.0,4.95610517298e-12
213,92,91,33.0095990737,0.0,0.0,0.0,4.95143986106e-12
214,93,145,136.946598923,0.0,0.0,0.0,3.13092361506e-11
215,93,17,60.1345698311,0.0,0.0,0.0,9.02018547466e-12
216,93,172,39.2361443199,0.0,0.0,0.0,5.88542164798e-12
217,94,18,3.1246742972,0.0,0.0,0.0,7.14374553545e-13
218,94,307,4.42629420398,0.0,0.0,0.0,6.63944130597e-13
219,94,17,4.09175152471,0.0,0.0,0.0,6.13762728707e-13
220,94,12,72.882606924,0.0,0.0,0.0,1.66626901975e-11
221,95,187,63.0924230086,0.0,0.0,0.0,1.44244222699e-11
222,95,96,54.9880829545,0.0,0.0,0.0,8.24821244318e-12
223,95,307,42.080166854,0.0,0.0,0.0,6.3120250281e-12
224,96,117,157.772014605,0.0,0.0,0.0,3.60704194342e-11
225,96,95,54.9880829545,0.0,0.0,0.0,8.24821244318e-12
226,96,384,60.9440321407,0.0,0.0,0.0,9.1416048211e-12
227,97,162,468.491689333,0.0,0.0,0.0,1.71566780761e-10
228,97,701,354.178261974,0.0,0.0,0.0,8.09735395459e-11
229,97,699,623.662712948,0.0,0.0,0.0,1.42584067889e-10
230,98,383,3.47222492467,0.0,0.0,0.0,7.93832858864e-13
231,98,382,2.52327112805,0.0,0.0,0.0,5.76879544593e-13
232,98,233,1.32072740718,0.0,0.0,0.0,3.01949567256e-13
233,99,160,186.232582063,0.0,0.0,0.0,4.25771792554e-11
234,99,100,291.64401951,0.0,0.0,0.0,6.66767305692e-11
235,99,383,83.9618027033,0.0,0.0,0.0,1.9195656768e-11
236,100,242,30.3007018412,0.0,0.0,0.0,6.92745812556e-12
237,100,187,98.3044821229,0.0,0.0,0.0,2.24747329956e-11
238,100,99,291.64401951,0.0,0.0,0.0,6.66767305692e-11
239,100,101,160.897430612,0.0,0.0,0.0,3.67849635601e-11
240,101,384,0.451314436371,0.0,0.0,0.0,6.76971654557e-14
241,101,377,19.3654281648,0.0,0.0,0.0,2.90481422471e-12
242,101,100,160.897430612,0.0,0.0,0.0,3.67849635601e-11
243,102,292,361.32701168,0.0,0.0,0.0,1.32321903692e-10
244,102,163,238.032218105,0.0,0.0,0.0,5.44198029505e-11
245,102,134,765.973134497,0.0,0.0,0.0,2.80507739684e-10
246,103,161,46.7916185575,0.0,0.0,0.0,1.06976722811e-11
247,104,348,174.666969086,0.0,0.0,0.0,3.99330061926e-11
248,105,259,0.0437801748118,0.0,0.0,0.0,1.00091849135e-14
249,105,111,131.385220955,0.0,0.0,0.0,3.00377734237e-11
250,105,317,154.100303741,0.0,0.0,0.0,3.52309793646e-11
251,106,107,33.4655060521,0.0,0.0,0.0,7.65100732786e-12
252,106,65,65.8383784351,0.0,0.0,0.0,1.50522127195e-11
253,106,259,30.8470384369,0.0,0.0,0.0,7.05236361154e-12
254,107,108,67.2290902245,0.0,0.0,0.0,1.53701623741e-11
255,107,106,33.4655060521,0.0,0.0,0.0,7.65100732786e-12
256,107,177,50.3947355495,0.0,0.0,0.0,1.15214301668e-11
257,107,155,48.5597957292,0.0,0.0,0.0,1.11019194626e-11
258,108,91,62.9701652948,0.0,0.0,0.0,1.43964712608e-11
259,108,107,67.2290902245,0.0,0.0,0.0,1.53701623741e-11
260,108,128,50.4696438006,0.0,0.0,0.0,1.15385559672e-11
261,108,127,26.7531707279,0.0,0.0,0.0,6.11640848831e-12
262,109,110,248.211315339,0.0,0.0,0.0,5.67469856742e-11
263,109,209,716.454411178,0.0,0.0,0.0,1.63798447914e-10
264,109,183,87.0395605008,0.0,0.0,0.0,1.98993050985e-11
265,109,141,115.375414369,0.0,0.0,0.0,2.63775524392e-11
266,110,109,248.211315339,0.0,0.0,0.0,5.67469856742e-11
267,110,264,66.2643858659,0.0,0.0,0.0,9.93965787988e-12
268,110,373,66.8956430326,0.0,0.0,0.0,1.00343464549e-11
269,111,58,88.8601560268,0.0,0.0,0.0,2.03155363573e-11
270,111,105,131.385220955,0.0,0.0,0.0,3.00377734237e-11
271,111,65,38.5369834836,0.0,0.0,0.0,8.81046718875e-12
272,111,112,50.9832351428,0.0,0.0,0.0,1.16559751127e-11
273,112,57,102.434802776,0.0,0.0,0.0,2.34190221254e-11
274,112,67,38.8047484636,0.0,0.0,0.0,8.8716846053e-12
275,112,113,19.8136229986,0.0,0.0,0.0,4.52986351133e-12
276,112,111,50.9832351428,0.0,0.0,0.0,1.16559751127e-11
277,113,334,0.904014586472,0.0,0.0,0.0,1.35602187971e-13
278,113,353,77.1883438646,0.0,0.0,0.0,1.15782515797e-11
279,113,112,19.8136229986,0.0,0.0,0.0,4.52986351133e-12
280,114,930,8.74294056496,0.0,0.0,0.0,1.31144108474e-12
281,114,245,38.7095044825,0.0,0.0,0.0,5.80642567238e-12
282,114,305,212.7992329,0.0,0.0,0.0,4.86509448788e-11
283,115,352,33.4060852118,0.0,0.0,0.0,5.01091278177e-12
284,115,381,87.1439412965,0.0,0.0,0.0,1.30715911945e-11
285,116,408,42.0300496255,0.0,0.0,0.0,9.6090648435e-12
286,117,153,248.075749697,0.0,0.0,0.0,5.67159921575e-11
287,117,118,138.413996902,0.0,0.0,0.0,3.16447180846e-11
288,117,96,157.772014605,0.0,0.0,0.0,3.60704194342e-11
289,118,131,111.699266043,0.0,0.0,0.0,2.55370978609e-11
290,118,122,225.345221238,0.0,0.0,0.0,5.15192549699e-11
291,118,43,56.1297153603,0.0,0.0,0.0,1.28325823869e-11
292,118,117,138.413996902,0.0,0.0,0.0,3.16447180846e-11
293,119,242,10.3949488065,0.0,0.0,0.0,2.37653150583e-12
294,119,160,99.4998351824,0.0,0.0,0.0,2.27480190175e-11
295,119,120,73.3497898842,0.0,0.0,0.0,1.67694992876e-11
296,120,140,174.345087698,0.0,0.0,0.0,3.98594164832e-11
297,120,83,143.364825581,0.0,0.0,0.0,3.27765947831e-11
298,120,119,73.3497898842,0.0,0.0,0.0,1.67694992876e-11
299,121,128,120.345938426,0.0,0.0,0.0,2.75139319676e-11
300,122,118,225.345221238,0.0,0.0,0.0,5.15192549699e-11
301,122,159,236.521262687,0.0,0.0,0.0,5.40743627541e-11
302,122,123,56.0602935961,0.0,0.0,0.0,1.28167109273e-11
303,122,23,110.188632447,0.0,0.0,0.0,2.51917312407e-11
304,123,43,225.248568058,0.0,0.0,0.0,5.14971577637e-11
305,123,148,236.582278507,0.0,0.0,0.0,5.40883124158e-11
306,123,173,146.216639407,0.0,0.0,0.0,3.34285869702e-11
307,123,122,56.0602935961,0.0,0.0,0.0,1.28167109273e-11
308,124,230,76.4746618782,0.0,0.0,0.0,1.74839190394e-11
309,125,126,25.3874002217,0.0,0.0,0.0,5.80416100177e-12
310,125,88,27.3248541138,0.0,0.0,0.0,4.09872811707e-12
311,125,74,42.5704757775,0.0,0.0,0.0,6.38557136663e-12
312,126,127,63.1316929047,0.0,0.0,0.0,1.44334002983e-11
313,126,125,25.3874002217,0.0,0.0,0.0,5.80416100177e-12
314,126,89,40.7828914795,0.0,0.0,0.0,9.32393495189e-12
315,126,178,63.6772289195,0.0,0.0,0.0,1.45581227525e-11
316,127,90,57.2244480713,0.0,0.0,0.0,1.30828642138e-11
317,127,177,62.94183043,0.0,0.0,0.0,1.43899932396e-11
318,127,108,26.7531707279,0.0,0.0,0.0,6.11640848831e-12
319,127,126,63.1316929047,0.0,0.0,0.0,1.44334002983e-11
320,128,92,38.7185288292,0.0,0.0,0.0,8.85197275473e-12
321,128,155,36.3778635239,0.0,0.0,0.0,8.31684122631e-12
322,128,121,120.345938426,0.0,0.0,0.0,2.75139319676e-11
323,128,108,50.4696438006,0.0,0.0,0.0,1.15385559672e-11
324,129,130,3.61735033656,0.0,0.0,0.0,8.27011965377e-13
325,129,346,6.01153782307,0.0,0.0,0.0,1.37437993212e-12
326,129,246,158.162948257,0.0,0.0,0.0,3.61597961264e-11
327,129,258,4.89720474703,0.0,0.0,0.0,1.11961699749e-12
328,130,44,4.36311975092,0.0,0.0,0.0,9.97512517356e-13
329,130,129,3.61735033656,0.0,0.0,0.0,8.27011965377e-13
330,130,346,9.88445877066,0.0,0.0,0.0,2.25982139247e-12
331,131,118,111.699266043,0.0,0.0,0.0,2.55370978609e-11
332,132,157,206.187129529,0.0,0.0,0.0,4.71392614379e-11
333,133,173,85.518180544,0.0,0.0,0.0,1.95514816058e-11
334,134,102,765.973134497,0.0,0.0,0.0,2.80507739684e-10
335,135,379,1.89147999968,0.0,0.0,0.0,4.32437128414e-13
336,135,181,175.052791242,0.0,0.0,0.0,4.00212142757e-11
337,135,136,32.1357612058,0.0,0.0,0.0,4.82036418086e-12
338,136,380,1.18937063201,0.0,0.0,0.0,2.71918297213e-13
339,136,168,13.9348341182,0.0,0.0,0.0,3.18583313172e-12
340,136,61,51.4175721467,0.0,0.0,0.0,7.71263582201e-12
341,137,391,0.875876751209,0.0,0.0,0.0,1.31381512681e-13
342,137,188,97.2665901181,0.0,0.0,0.0,2.22374463004e-11
343,138,265,18.3695161544,0.0,0.0,0.0,4.19970648249e-12
344,138,68,57.8229119312,0.0,0.0,0.0,1.32196872271e-11
345,138,139,80.4769999355,0.0,0.0,0.0,1.83989483163e-11
346,138,89,69.8238084265,0.0,0.0,0.0,1.59633764121e-11
347,139,92,24.0010766817,0.0,0.0,0.0,5.48721460487e-12
348,139,73,46.5473980255,0.0,0.0,0.0,1.0641837683e-11
349,139,85,41.2645140005,0.0,0.0,0.0,9.43404526761e-12
350,139,138,80.4769999355,0.0,0.0,0.0,1.83989483163e-11
351,140,144,277.597614231,0.0,0.0,0.0,6.34653896276e-11
352,140,160,162.67718189,0.0,0.0,0.0,3.71918568564e-11
353,140,120,174.345087698,0.0,0.0,0.0,3.98594164832e-11
354,141,109,115.375414369,0.0,0.0,0.0,2.63775524392e-11
355,141,152,29.6796032783,0.0,0.0,0.0,6.7854602831e-12
356,141,142,169.694007686,0.0,0.0,0.0,3.87960694299e-11
357,141,13,329.360410206,0.0,0.0,0.0,7.52995908107e-11
358,142,204,190.374063145,0.0,0.0,0.0,2.85561094717e-11
359,142,152,70.249222892,0.0,0.0,0.0,1.05373834338e-11
360,142,141,169.694007686,0.0,0.0,0.0,3.87960694299e-11
361,143,327,45.7001526129,0.0,0.0,0.0,1.67358957323e-11
362,143,224,5.42105185432,0.0,0.0,0.0,1.98524848181e-12
363,144,140,277.597614231,0.0,0.0,0.0,6.34653896276e-11
364,144,983,22.9131229667,0.0,0.0,0.0,5.23848261698e-12
365,144,1302,372.236028007,0.0,0.0,0.0,8.51019725667e-11
366,145,93,136.946598923,0.0,0.0,0.0,3.13092361506e-11
367,145,184,63.7928342666,0.0,0.0,0.0,1.4584552873e-11
368,145,232,92.7670893468,0.0,0.0,0.0,2.12087538516e-11
369,146,43,237.112253215,0.0,0.0,0.0,5.42094771868e-11
370,146,154,54.6641374935,0.0,0.0,0.0,1.24975165737e-11
371,146,153,224.16183439,0.0,0.0,0.0,5.12487047074e-11
372,147,148,265.023590451,0.0,0.0,0.0,6.05906699706e-11
373,148,159,56.0481375086,0.0,0.0,0.0,1.28139317578e-11
374,148,123,236.582278507,0.0,0.0,0.0,5.40883124158e-11
375,148,147,265.023590451,0.0,0.0,0.0,6.05906699706e-11
376,148,173,94.8777475113,0.0,0.0,0.0,2.16913002998e-11
377,149,28,3.05936324519,0.0,0.0,0.0,2.72911724485e-14
378,149,29,5.91974932822,0.0,0.0,0.0,1.35339490814e-12
379,149,175,68.70326079,0.0,0.0,0.0,1.57071926818e-11
380,150,234,65.1044941693,0.0,0.0,0.0,6.10354632837e-13
381,151,278,114.435658983,0.0,0.0,0.0,2.61627020995e-11
382,151,240,55.7854556673,0.0,0.0,0.0,1.27538764671e-11
383,151,70,98.4011607031,0.0,0.0,0.0,2.24968360089e-11
384,152,142,70.249222892,0.0,0.0,0.0,1.05373834338e-11
385,152,141,29.6796032783,0.0,0.0,0.0,6.7854602831e-12
386,152,6,42.9337196068,0.0,0.0,0.0,6.44005794101e-12
387,153,169,167.927203288,0.0,0.0,0.0,3.83921360968e-11
388,153,117,248.075749697,0.0,0.0,0.0,5.67159921575e-11
389,153,146,224.16183439,0.0,0.0,0.0,5.12487047074e-11
390,153,26,21.3659401534,0.0,0.0,0.0,4.88475998021e-12
391,154,146,54.6641374935,0.0,0.0,0.0,1.24975165737e-11
392,155,128,36.3778635239,0.0,0.0,0.0,8.31684122631e-12
393,155,259,39.2014821925,0.0,0.0,0.0,8.96238733252e-12
394,155,107,48.5597957292,0.0,0.0,0.0,1.11019194626e-11
395,156,73,64.6203696074,0.0,0.0,0.0,1.47737470524e-11
396,157,132,206.187129529,0.0,0.0,0.0,4.71392614379e-11
397,157,175,78.9641235271,0.0,0.0,0.0,1.18446185291e-11
398,157,76,17.4025131303,0.0,0.0,0.0,2.61037696955e-12
399,158,159,157.263054457,0.0,0.0,0.0,3.59540590895e-11
400,158,165,181.349174526,0.0,0.0,0.0,4.14607166268e-11
401,158,48,117.755463604,0.0,0.0,0.0,2.69216880667e-11
